DB,OB,HD,HC,HBP,SMK,COPD,ASM,Stroke
5,40.1,7.8,39.8,57.2,24.1,6,10.1,5.1
10.4,29.7,4.9,33.4,38.9,16.7,5.9,8.7,2.4
8.2,40,6.2,31.67,40,19.5,11.6,11.5,2.7
5.5,26,6.6,37.8,42.9,17,9.8,11.3,7.7
10.2,37.5,9.5,28.5,16.5,28.7,6.2,9.9,4.1
11.9,48.1,9.9,40.5,53.8,10.5,6.3,9.74,4.6
9.4,46.6,1.5,34.5,35.9,13.3,7.8,12.7,2.6
17.4,33.2,9.2,33.6,50.5,22.7,13,13.8,5
11,28.7,9.5,38.6,43.3,30.9,7.9,9.2,5.8
21.3,36.7,6.1,37.8,29.3,10.9,10.4,10,3.21
9.2,30.2,7.3,38.2,48.3,19.2,8.8,12.5,7.7
10.81,35.5,4,21.2,34.5,25.7,10,9.74,3.5
18.2,28,8.3,33.8,51.5,16.8,8.8,14.2,4
18.8,44,5.4,26,28.2,11.9,12.1,12.6,3.1
11.4,30.9,5.2,34.1,32.8,16.7,5.2,9.6,3.1
12.1,52.3,5.2,29.2,40.8,26.9,7.2,12.6,4.9
20.2,40.9,6,29.2,37.3,26.8,5.8,8.8,3.8
4.6,35.7,9.8,27.6,40,29.2,12.1,13.6,2.5
16.4,26.1,5.6,20.9,34.1,14,6.8,9,7.7
10.1,52.9,2.8,35.5,29.3,11,8.2,13.6,3.7
11.3,38.8,5.6,37.1,51.3,31.3,12.7,13.1,5.6
12.8,29.7,7.4,34.4,50,18,7.7,11.7,2.1
17.6,41.2,8.6,33,36,15.5,11,8.4,3.1
4.7,39.1,9.2,33.8,39.4,22.9,5.3,9.7,2.6
10,26.5,4.8,34.3,36,28.8,6.2,11.2,3.2
6.6,35.6,5.5,30.7,40.6,17,5.3,9.1,2.8
13.8,28.9,9.4,31.4,34.2,16.3,8.1,8.5,5.1
16,47,6,34,34.8,22,5.1,10.8,2.5
10.4,35.5,4.6,30.6,47.7,24,7,10.9,5
6.7,28.5,8,36.6,40.5,14.5,4.2,8.5,7.3
7.4,37.4,4.2,35.7,19.5,14.8,4.4,8.1,2.2
21,26.1,4.9,32.2,30.8,27.3,7.4,10.4,3.3
8.1,39.1,5.6,32.6,24,20,8.9,8.5,4.2
12,33.8,6.8,32.3,35.1,23,9.2,10.3,2.5
7.5,36.1,9,38.5,29.8,27.7,5.5,10.8,3.9
14,27.4,5.7,33.3,41.5,24,7.9,10.5,2.5
7.2,31.3,5.9,30.1,32.7,21,6.3,10.2,2.3
11.6,28.9,4,31.67,42.2,26.6,6.3,9.5,4.2
14,29.6,3.8,29.7,35.6,13.9,8.7,9.5,2.1
10.6,40.5,7.7,32.7,55.5,24.6,7.2,8.2,4.5
6.9,31.2,8.4,31.7,55.2,20.1,9.8,12.3,5.2
7.9,30.6,6.3,38.1,44.7,22.4,8.4,8.8,2.8
13.7,27.7,6.5,31.7,37.4,22.6,7.2,9.7,4.1
7.7,41,6.2,31.5,29.1,34.8,6.3,9.4,2.4
10.81,34.4,6.2,23,37,25.6,4.4,10.6,4.8
9.1,45.1,7.4,36.1,38.8,15.3,10,11.7,2.8
6.4,29.8,5,33.7,47.8,20.7,5.8,10.6,3.21
16.6,25,4.6,32.5,23.9,17.3,8,10,3.2
9.8,28.8,4.2,35.2,31.8,23.6,4.7,8.5,7
11.9,34.9,5.2,32.7,34.1,17.3,8.5,8.6,1.7
8.8,27.2,6.6,29.8,33,31,5.5,9.6,1.5
15.6,42.7,6.4,33.8,22.6,15,8.3,8.4,2.2
15.1,28.3,9.3,18.9,30.3,16.9,7.9,10.4,4.8
9.4,41,5.3,33.9,29.3,17.97,4.6,10.4,2.3
12.2,46.4,4.9,34.1,40.4,23.5,4.9,10.1,5.9
10.1,33.1,6.4,36.6,42.6,24.7,6.1,9.6,3.6
9.4,29.5,2.8,33.8,29.7,32.8,6.9,8.9,2.6
11.9,27.1,5.6,30.1,29.8,22.8,9.9,10.9,3.4
7.5,24.7,6.6,34,25.3,18.4,5,10.8,2.6
8.6,33.1,4.8,31.3,33.7,25.3,5.3,7.7,3.9
9,30.6,3.2,18.3,34.1,19.5,4.4,11.5,4.3
12,29.8,5.7,28.3,55.3,22.9,5.1,9,5.1
11.8,26.4,8,33.7,34.8,24.2,4.9,8.3,2.6
7.9,34,5.9,33.4,46.7,15.8,10.1,9.9,1.5
10.81,33.2,6.6,35.8,37.1,13.4,5.7,8.5,2.5
9.7,37.5,7.8,33.6,34.6,23.9,9,9.9,3.21
10.3,34.9,6.1,24.7,31.3,23.6,8,8.5,4.6
14.7,34.5,5,31.67,31.8,24.4,7.6,9.74,2.3
12.9,27.4,9.6,29.4,29.3,20.3,4,9.5,5.1
7.7,27.3,4.7,31,32.2,18.4,7.6,10.4,2.7
8,28.8,4,34.1,43.9,17.97,8.4,10.3,3.5
20.8,36.3,3.2,31.1,42.1,23.9,5.4,10.7,2.6
11.1,34.9,7.6,35.2,20.6,18.1,8,11.2,2.8
8.3,46.9,5.5,30.1,37.5,24.7,5.7,10,2.4
7.1,27.9,5.6,31.9,41.5,10.7,8.7,8,5.4
9.4,26.2,5.4,25.5,31.6,15.6,7.6,8.6,3.6
10.81,39.2,5.5,35.8,30.9,17.97,6,9.74,3
10.81,41.7,5.6,25.3,22.3,13.8,4.5,9.6,2.4
10.5,27.8,4.2,30.6,40,26.9,5.4,8.9,2.8
7.8,28.9,8.7,35.9,34.7,18.6,7.9,11.3,4.6
14,29.1,3.9,36.9,31.5,14.2,4.9,9.7,6.5
7.8,42.9,3.1,29,35.1,35.1,9.3,11.6,2.8
8.5,29.7,6.8,31.7,33.3,23.5,11.1,9,3.2
15,27.5,6.9,34.4,27.6,27.9,5.8,10.2,3.9
5.7,34.2,3.2,34.7,33,13.4,10.3,12.1,2
12.6,35.2,4.1,33.6,40.5,16.2,7.8,10.4,3.5
9.3,30.47,5.4,31.2,38.7,28.1,10,8.7,3
7.1,32.6,5.2,35.1,46.7,22.1,5.5,9.3,4.8
7.6,33,10.1,27.8,30.2,28.7,6.4,11.2,2
9.9,40.5,5.1,31.1,30.2,28.5,5.2,11.4,3.7
7.8,32.4,6.6,29.9,27.8,24.3,10.9,9.3,3.1
4.5,35.5,8.4,38.6,42.4,17.6,5,9.3,3.6
20.9,26.9,6.6,30.3,35.8,24.7,7.5,9.2,5.5
11.3,38.8,6.9,33,34.5,17.9,5.1,8.3,4.1
12.7,31.9,6.4,34.6,25.5,22.7,10.5,9.1,3.21
9.1,45.1,6.1,32.7,32.7,29.5,4.9,9.9,1.5
9.6,42,5.3,33.6,29.3,18.9,10,8.7,1.5
8.2,31.7,4.9,31.4,36,24.6,9.6,9.1,4.9
15.9,27.8,11.2,31.8,32.7,13.2,5.3,10.1,4.3
7.7,30.47,8.2,23,32.9,23.7,7.3,9.74,2.4
11.4,28.1,4.9,31.1,33,18.8,9.6,9,3.5
9.7,40.5,5.9,40.2,29.3,17.97,7.6,11.7,2.3
9.3,32,6.3,19,41,16.9,6.5,9.3,3
19.6,29.3,4,37,25.4,23,7.8,9.4,2.4
9.8,25.4,2.8,31.8,30.4,22.1,4.2,9.4,2.1
10.1,28,6.1,34.6,32.2,26.3,10.8,11.3,3.3
14.8,40.2,9.1,31.4,33.3,29,11.7,10.5,4
10.8,41.8,5.1,31.5,38.6,17.4,9.2,8.6,2
13.7,40.6,6.2,34.9,32.3,17.2,8.3,9.74,4.2
7,27.7,5,31.7,33,12.1,8.3,11.9,4.3
8.1,36.1,4.9,34.2,38.6,14.7,6.1,9,3.3
9.8,30.4,9.4,31.67,43.8,20.1,4.7,9.7,4.5
12.9,36.4,4.9,32.7,49.7,15.4,6.5,9.6,2.9
6.3,43.5,7.8,31.7,28.2,11.5,4.9,10.5,4.4
9.7,34.9,5,33.4,29.7,17.7,6.9,9,2.7
15.2,31.4,2.8,32.4,37.8,16.3,7.4,11.7,3.4
6.4,35.3,5.5,30.6,28.9,23.7,11,10.2,4.6
12.3,33.1,4.9,37.9,37.7,24,7.7,11.7,2.3
13,43.8,6.8,32.5,48.3,24.3,5.8,8.5,3.1
8.7,39.6,2.5,34.2,42.5,16.8,10,8.5,3.4
10.2,30,7.5,31.4,31.8,14.1,9.3,8.2,3
8.4,41.4,7.9,29,47.2,27.9,6.9,10.9,5
5.3,35.5,8.4,27.7,31.6,26.4,9.3,8.7,2.4
7.6,30.47,8,24.4,36.2,19.6,8.7,9.1,4.5
7.5,35.5,5,35.3,34.5,24,5.3,8.8,2.1
7.3,27.6,8.4,38.4,40.4,25.6,5.2,11.6,2.3
13.9,26,7.9,35.1,32.3,24.1,7.1,8.8,2.4
16.3,27.9,6.1,34.1,29.3,17.4,5.4,10.7,3.2
14.8,27.8,8.5,30.7,34.6,27.1,7,9.5,2
8.3,29.4,5.1,33.8,52.7,16,4,10.8,3.21
4.4,30.47,6.2,29.4,28.4,23.8,9.9,8.7,1.9
10.5,46.2,6.6,28.8,21.9,13,8.1,9.3,1.9
16.3,25.7,6.9,30.6,30.3,28.3,6.3,9.6,4.2
7.1,30.9,6.5,31.67,38.4,26.3,6.4,11.5,4.1
12.7,25.4,5.4,32.9,29,24.1,8.1,11.7,5
6.7,32.2,8.8,24.8,39.5,15.8,8.1,9.4,3.1
15,26,5.6,35.2,37.2,16.2,9.9,9.8,1.6
16.8,32.9,6.7,32.4,34.8,25.2,8.9,7.8,2.6
14,26.9,7.6,38.3,42.2,18.9,5.4,8.9,3.3
13,29.2,5.9,38.3,39.4,17.7,8.1,8.8,2.1
4.2,42.5,7,31.9,34.2,26.8,6.9,10.8,3.1
10.3,28.7,5.2,34.5,40.1,14.5,4.2,8.5,4.9
9.4,26.9,7.5,35.1,45.5,24.8,5.4,8.1,7
11.5,36.7,3.8,28.8,35.1,28.2,3.7,9.6,3.7
7,30.6,4.3,31,21.9,14.9,2.9,10.1,3.4
7,28.3,3.6,28.7,28.6,17.1,3.4,9.3,1.8
14.2,24.4,5.3,32.6,22.7,16,5.1,10.5,1.8
6.9,30.47,3.9,30.7,23.3,16.5,4.1,10,4.6
5,23.2,3.9,30.8,44.5,16.7,3.6,10,1.6
6.5,23.4,2.8,31.67,21.4,15.6,6.8,9.8,1.8
6.4,24.3,3.8,27.7,22.4,20.4,7.6,10.8,1.3
6.5,25.4,3.3,29,29.3,10.9,4.5,9.7,1.9
4,25.8,11.5,35.9,18.9,14.1,3.9,10.6,1.6
10.81,24.5,2.9,28.9,23.1,22.5,3.8,10.9,1.5
8,27.5,3.2,28.3,20.8,12.3,4.4,9.9,2
7.8,30.47,2.9,25.6,25,14,6.3,10.4,1.6
8.5,33.7,13.1,25.6,23.8,16.2,5.2,10,1.6
7.1,24.7,2.7,30.7,18,12.3,6.3,10.3,2.3
8.1,26.1,2.9,27,49.1,14,4.7,9.6,2.1
7.7,28,2.3,24.5,27.9,13.4,4.7,11.2,1.4
6.1,25.8,3.7,28.7,18.5,14,2.8,9.6,1.7
7.5,32.2,3.5,20.6,29.3,15.1,4.5,9.3,3.4
5.6,26.3,3.9,25.2,22.8,10,3.3,10.4,2.4
5.4,26.6,2.2,31.67,23.2,12.5,3.4,10.2,1.5
6.7,27.4,3.4,24.3,23.8,13.5,3.5,9.8,1.4
5.4,23.6,3.4,24.4,28.9,11.9,4.5,10.5,3.21
5.8,26.3,5.6,24.2,23.2,17.97,5.1,9.4,1.6
6.8,27.9,2.6,45.9,33.5,17,3.6,9.8,1.9
7,27.3,2.7,34,20.6,13.2,3.6,10.7,2.3
7,26.7,3.3,30.7,33.4,14.2,5.8,9.9,2
5.9,26.4,3.2,27.8,28.4,13.2,4,11,1.7
11.9,25.9,3.7,28.6,24.5,18.7,6,9.4,1.7
6.7,25,4.1,27.6,19.9,14.7,4.6,9.8,3.1
5.6,22.8,4.5,32.1,23.8,14.2,4.3,10,1.8
5.2,24.7,3.1,27.5,27.2,13.8,6.3,9.7,1.7
4.5,24.2,2.8,27,30.6,16.9,3.6,9.8,2.3
6.3,29.1,9.2,26.9,24.4,15.5,5.4,10.6,2.1
6.2,30.47,2.5,30.5,21.9,16.5,4.9,9.5,1.9
13.9,23.3,5.6,26.8,22.3,15.8,6.5,10.1,1.9
6.2,26.6,3.3,29.1,31.4,18.6,4.6,8.8,1.9
6.8,25.3,3.5,28.9,23.3,17.97,3.7,10.5,1.5
6.5,28.8,3,46.9,22,11.6,3.6,9,2.1
12.7,25,3.5,20,18.7,14.4,6.9,10.6,2.4
6.8,32.3,1.8,23,25.9,16.3,3.1,11.2,3.21
6.3,25.9,3.5,20.2,21,19.5,4.6,8.8,1.1
5.6,24.6,3.6,28.9,20.6,14.8,4.2,10.7,2
5.9,28.6,5.6,23.2,21.6,17.97,6.3,9.1,2.6
6.7,25.6,2.3,31.67,27.6,22.6,4.2,9.6,3.21
5.9,26.5,3.5,23.8,26.1,14.5,3.6,10.5,1.5
6.8,26.2,3.1,29.3,15.5,11.6,4.7,10.3,2.9
6.8,25.6,3.7,22,26.9,15.4,6.3,10.5,2.4
7.1,22.5,4.4,22.7,26.1,11.3,4,10,1.5
5.4,24.6,2,25,19.3,14.2,5.9,10.9,1.7
9,26.8,5.6,27,22.2,9.6,3.3,9.2,1.9
9.8,24.1,3.1,28,22.5,14.7,4.4,9.74,1.4
6.4,30.47,3.3,28.6,22.6,11.1,3.5,10.6,5.1
5.6,38.5,3.4,22.2,29.3,13.4,4.3,9.1,1.5
7.1,25.6,2.4,23.2,21.2,13.6,5,11.4,1.1
5.2,28.1,3.5,21.9,18.5,17.3,3.7,9.6,1.8
4.9,26.2,6.4,27.3,29.3,10.8,4.2,11.2,1.8
10.81,26.1,2.6,29.5,20.5,17.4,9.7,9.6,1.7
5.1,25.8,3.3,25.3,19.8,7.5,3.6,9.9,2
5.4,26.6,2.5,32.7,28.7,14.3,4.8,9.8,2.1
6.2,25.7,4.2,31.67,29.3,13.7,3.9,10.4,3.1
6.3,28.7,5.6,29.8,10.4,14.8,4.2,10.3,3.6
10.81,25.9,3.8,31.67,24.4,14.2,3.8,10,1.9
6,32.2,3.3,27,21.9,14.5,3.3,10,3
6.2,26.6,4,27.5,23.1,17.8,5.2,10.6,3.4
7,27.7,2.5,29.3,23.1,21,3.3,8.7,1.9
5.4,25.2,2.8,28.6,27.2,12.4,4,9.4,1.9
7.3,25.7,3.4,32.2,24.6,14.3,3.7,10,1.3
7.9,30.47,5.6,28.2,27.6,14.5,3.2,11.1,2.9
8.6,26.1,6.8,26.3,15.6,12.7,3,10.1,2
8.8,24.5,4.1,25.6,20.4,10.8,3,10.1,1.3
6,36.1,3,28.1,29.5,16,6.7,10.1,2.1
6,28.6,3.1,27.5,28.6,12.6,4.4,9.7,2.5
10.5,39.2,4,27.9,44.2,17.1,3.9,9.3,2
4.3,26.7,10,26.4,23.8,13.2,5.2,10.2,1.6
7.2,26.8,3.3,27.5,23.2,14.4,4.8,11.2,3.1
6.4,27,5.2,24.2,24.4,20.3,8.3,9.74,2.1
18.7,24.8,6.6,30.3,22.5,20.5,5,9.7,2.6
10.8,24.8,7.3,43,29.3,15.4,7.8,9.2,3.1
12.4,25.1,4.3,30.8,23.9,13.9,6.6,11.1,3.3
10.4,30.3,5.8,34.8,30.8,11.3,7.8,10,3.4
15.8,28.9,4.5,31.9,20.4,24.1,6.5,9.7,2.7
10.7,35.2,5.5,31.3,19.4,17.1,7.6,9.8,2.2
12.2,37.5,3.3,34.9,22.2,22.5,6.6,10.9,2.1
13.8,33.5,3.5,27.9,22.3,25,3.9,9.5,1.5
8.7,34.1,5.6,32.8,18.7,19.3,5,9.8,2.7
6.6,26.7,4.9,34.4,21.5,23.8,6.3,9.74,1.8
11.4,35.4,4.2,27.9,28,12.6,4.5,11.5,2.1
9.4,26.1,4.6,31.67,18.7,19.9,7.6,10,1.6
9.6,35.9,6.6,31.4,30.5,20.9,5.2,10.6,2.2
8.3,30.2,5.9,31.6,25.6,17.2,7.8,9.8,0.6
14.5,41.5,4.7,25.7,29.3,21.1,6.6,9.7,2.5
12.6,27.3,5.5,30.6,31.9,19.9,7.1,9.5,3.3
10,27.4,4.8,34.6,29.3,26.8,6.3,9.9,1.9
14.2,25.5,5,30.9,17,21.3,5.8,9.7,3.21
8.4,37.6,3.2,50,26.9,18.6,7.2,9.8,4.9
6.5,40.5,5.1,26.4,26.2,14.9,8.8,9.3,3.6
10.81,28.8,4.3,43.4,29.4,9.8,5.4,9.7,2.2
8.5,24.3,5.9,25.3,25,19.7,5,10.4,2.1
11,27.1,3.4,33.6,21.5,13,9.1,9,2.1
7.6,26.9,4.4,30.7,31.5,13.4,4,9.74,3.21
10.81,36.5,3.6,31.2,25.5,19.8,5.2,10.5,3.4
6.9,34.5,6.9,28.6,29.1,21.1,7.8,8.8,2.9
8.2,29.4,4.5,27.1,18.1,29.8,5.2,9.7,2
9.1,25.9,5,30,51.8,17.9,6.4,10.5,3.8
11.1,39,3.8,33,28.9,20.2,5.9,9.6,2.6
6.4,31.2,8.4,30.3,24.5,16.7,9.2,10.8,2.8
6.3,31.7,2.7,32,28.6,10.7,3.9,11.1,2.4
8.3,39.2,3.1,26.5,20.2,17.7,7.6,10.5,2.6
8.6,37.4,6.8,25.9,25.3,12.8,7.7,10.8,2.7
9,26.8,2.6,30.3,27.9,10.5,5.9,10.4,2.5
5.6,41.9,3.8,35.1,32.1,14,4.6,10.7,1.3
6.3,36.6,11.5,27.7,29.3,25.3,5.9,12.2,3.21
6.9,38.6,5.1,32.2,26.7,13,5.3,10.7,1.9
14.9,26.6,6.2,33.9,27,24.8,7,10.4,3.7
7.1,22.9,2.9,32.7,29.8,18.2,3.1,11.1,2.6
10.81,24.1,6.9,32.3,27.4,16.7,6.9,9.9,3.9
7,24.6,6.9,28.4,16.7,12.7,7.5,9.9,2.5
8.1,31.1,4,32.3,22.3,22.8,6.1,9.7,2.1
10.3,25.1,3.6,25,17.9,23.8,3.7,11.6,2.3
9.9,36.1,5.7,31.3,28,15.7,8.7,10.1,2.2
8.9,25.4,6.6,28.9,26.7,21.3,7.4,9.7,2.6
7.4,24.7,5.1,24.8,27.8,11.8,5.1,9.8,3.3
11.4,31.6,5.5,29.6,24.2,23.4,6.4,10.8,3.5
5.3,30.7,0.9,34.7,29.1,17.9,4,10.2,2.3
8.6,22.9,5,32.5,29.5,11.9,5.9,10.1,3.1
8.4,33.4,5,25.9,24.1,19.8,4.9,10.5,2
8.4,30.47,3.3,32.3,27.9,13.2,7.1,11.4,1.5
9.2,38.3,4.5,30.8,25.1,12.3,8.4,10.2,3.1
8.3,35.9,5.2,32.3,22.9,19.6,5.6,10.2,2.5
12.1,31,6.1,28.4,29.4,17.7,4.8,10.9,2.3
10,30.1,5.9,27.3,34.7,13.2,7.1,10.4,2.7
8.9,26.7,4.6,33.5,30,24.1,6.4,11.9,3
12.3,30,4.4,28.5,22.1,15.1,6.9,10.1,2.9
11.3,24,4.9,25,27.5,23.1,5.5,10.9,2.7
7.5,34.3,5.5,31.7,24.4,12,12.5,11.1,3.1
8,41,5.7,25.2,28.6,21.1,7.4,10.3,2.4
7.5,30.5,6.7,31.5,24.3,20.7,4.8,9.9,5.4
15.6,29.5,5.6,34,28.6,27.5,4.8,11.7,1.8
6.7,28.1,4.2,20.1,50.3,23.5,9.6,9.6,2.3
7.8,26.9,7.2,34.5,22.2,22.8,6.1,12.2,1.7
8.9,38.1,4,32.7,31.6,11.6,6.3,10.4,2.6
8.1,34.2,5.4,30.7,29.8,16.1,5.9,10.9,3.7
15.4,33.7,6,37.7,26.4,20.4,8.9,9.4,3
11.1,41.3,2.8,30.1,26.1,23.1,8.5,10.6,2.4
7.8,33.4,5.7,36.7,25.2,16.1,6.8,11,3.2
8,35.2,5,24.6,22.7,14.9,11.8,10.8,2.6
9,27.9,2.8,34.2,22.3,22.4,6.2,11,2.8
10.81,31.3,6.5,38.6,23.1,27.1,3.6,9.6,3.4
7.1,25.7,3.4,30.3,25,19.2,6.4,10.6,1.5
9.4,25.5,5.1,23.4,26.7,13.9,7.3,10.5,1.9
12.5,33.3,4.6,29.7,22.4,25.2,5.4,9.4,3.21
7.9,26.7,5.6,29.5,25.2,17.7,5,11.5,2.6
11.9,26.4,3.4,27.7,29.2,24.4,6.2,10,3.3
15,25.4,5.5,31.8,33.7,18.7,6.9,10.4,2.3
6,25.5,4.5,30.8,26.1,20,4.2,9.9,2.8
6.1,32.5,4.5,24.1,30.6,12.6,6.7,10.5,3.6
13.9,27.1,4.7,32.1,28.3,7.6,5.9,10.8,3.2
8.1,28.3,4,27.4,17.3,20.4,4.7,11.9,1.7
8.3,30.1,2.2,31.8,24.4,10.4,4.9,10.4,2.8
7.9,30.9,4.9,30,28,11.9,5.3,11.5,3.2
12.3,32.6,4.2,31.2,22.3,20.6,7.1,12.1,1.8
8.7,22.9,8,27.5,27.7,23.8,6.9,10.3,3.5
12.9,25.2,5.9,36.7,35.7,17.2,6.3,10.9,2.4
6.4,25.9,5.7,31.8,18.6,22.9,5.3,10.1,1.5
8.3,30,3,48.6,31.3,12.5,4.2,10.2,3.4
8,39,3.6,33.2,29.3,20.9,9.6,10,3.3
8,31.6,5.6,30.7,20.7,12.2,6,12.1,2.9
14.7,38.2,2.7,28.5,20.9,13.4,5.1,12.5,2.8
6.5,27.7,2.4,32.6,28.2,11.1,7.1,9.5,5.2
9.6,25.6,6.2,27.6,27.3,14.7,7.8,10.4,5.4
10,39.8,5.6,31.7,26.6,15.4,3.2,11.9,2
8.2,34.9,4.2,32.2,25.5,23,5.9,9.2,2.2
9.1,37.5,5,30.2,30.4,11.4,8.3,9.74,3.4
5,26.6,7.4,30.1,22.6,23.6,11.1,10.5,4.1
18.3,26.1,4.1,29.2,28.3,21.7,5.9,10.3,2.3
8.7,28.5,5.6,29.7,29.4,14.1,3.3,9.9,4.2
10.4,25.8,6.6,33.4,24.7,25.8,8.1,10.6,2.6
7.6,27.7,3.5,28.6,28.1,14.4,5.1,9.4,3.4
9.5,26.3,4.1,31.6,25.6,26.8,6.3,12.2,2.5
8.5,39.1,6.6,33.2,26.9,16,8.9,11.2,4.4
10.4,27.1,4.2,23,28.8,13.2,10,11.6,2
6.9,33.5,5.8,33.1,24.4,28.3,12.3,11.2,2.6
1.9,37.8,5.6,29.9,48.2,16.9,4.1,9.6,2.5
8.7,30.8,3.6,50.2,48.3,12.8,8.3,10.7,3.1
10.8,27.7,5.3,34.4,27.4,20.2,3.5,12.3,2.2
14.5,27.8,7.2,32.5,52.6,16.6,4.4,9.7,3.6
6.2,33.4,9.7,33.5,23.7,17.4,6.3,9.74,3
7.7,24.5,3.7,25.3,42.8,21.4,6.5,9.7,2.3
20.7,24.8,4.4,29.9,20.5,13.6,4.5,10.8,3.6
8.6,31.3,4.9,31.8,28.7,18.4,4.1,10.5,3.3
7.6,25.2,2.3,34.7,28.8,20.6,4.6,11.4,2
6.9,28,5.5,31.7,32.1,19.8,5.3,11.8,2.4
7.5,29.3,2.7,26.9,23.9,17.9,4.4,10.8,2.7
14.4,38.5,4.5,23.6,27.8,22.7,4.1,10.3,3.7
8.7,25.8,5.6,31.7,17.3,22.6,7.8,11.3,2.2
10,23.9,7.4,34,37.1,20.7,7.6,11.6,3.8
6.1,29.8,3.2,33.4,28.5,17.8,5.5,12,5.5
10.9,31.5,4.3,31.67,20.3,15.3,10.2,11.1,2
11.3,25.8,4.3,28.4,27.5,13.5,4.8,10.6,2.7
10.8,27.1,5.6,32.9,35.8,15.9,8.1,10.1,3.3
15,23.6,6.1,30.6,35.1,21.1,6.3,9.7,3.21
9.6,43.8,4.9,30.4,26.9,15.3,4.6,13,2.4
8.9,37.8,4,31.1,25.1,25.3,6.1,10.6,1
9.3,38.1,4.8,30.5,19.6,24.1,6.8,9.7,2.8
4.7,32.6,15,29.5,27.5,14.1,8.2,11.7,4.7
10.2,35.7,5.2,27.9,22.8,17.7,9.2,11.6,3
8,29.4,2.9,33.4,27.8,21.4,6.9,10.4,2
13.6,41.7,5,24.4,36.2,17.1,5.5,10.2,2.7
14.6,39.2,2.9,28.3,25.9,19.5,8.8,11.5,1.8
9.1,33.3,5.5,26.3,30.2,17.5,6.2,10.7,1.9
11.7,24.1,13.9,23,29.3,20.8,5.8,10.6,2.3
6.7,28.7,3.5,29,25.6,12.2,6.3,10,1.3
9.7,25,8.2,46.6,34.2,15.5,7.1,9.1,2.4
7.3,25.9,7.6,35.1,31.3,18.5,4.3,10.2,2.5
6.8,31.3,3.9,34.8,26,12.3,3.3,10.2,2.6
13.3,26.2,6,30.8,26.3,22.1,7.3,9.7,4.4
10.81,31.5,4.4,35.8,21.2,16.3,7.4,10.3,3.4
9.1,28.4,4.9,33.6,31.9,11.6,7.6,10.8,3.2
17.1,26.3,4.3,25.5,27.5,17.8,6.1,11.1,1.8
14.9,25.8,5.6,30.7,28.8,16.4,5,9.8,3.1
10.2,24.4,4.8,39.5,25.1,14.1,7.1,9.4,3
7.2,38.2,7.3,31.67,25.2,17.1,6.3,11.5,2.1
7.5,32.3,5.8,27.1,27.6,10.5,9.3,11.3,2.1
7.6,30.47,4.6,34.9,29.3,26.2,4.4,9.5,2.5
15.1,27.6,7.6,32.2,29.3,13.4,5.3,10.3,3.3
14.9,35.5,4.3,23.7,23.6,15.3,4.1,8.9,3.2
9,22.5,3.7,30.1,25.5,21.5,5.7,10.2,3.2
8,34,6.7,23.2,24.9,22.3,6.2,9.5,2.3
12.9,29.1,3.6,35.5,21.8,20,6.3,10.8,2.2
10.5,37.3,6.8,32.2,30.6,25,6,11.5,3.5
11.6,27.5,4.9,23.8,28,17.3,3.4,11,3.21
10.81,29,5.6,32.2,28.2,20.3,5.3,10.2,3.2
8.2,41.3,5.4,30.8,32.1,16,7.4,9.7,3.2
6.7,35.4,4.7,37.3,19.9,16.4,9.2,10.8,2.7
6.3,36.4,12.3,35.1,25.8,21.7,6,11.5,4.7
7.7,25.7,5.2,35.3,32.9,12.9,7.2,10.2,3.3
10.9,24.3,3.5,30.7,28.4,23.4,5.8,11.1,3.8
6,38,4.6,32.9,21.1,17.1,4.1,9.6,2.4
6.6,34.5,6.6,23.3,30.3,20.5,7.2,10.5,3.6
9,25.3,6.1,33,19.8,24.6,7.2,9.7,2.6
11.6,35,5.7,31.2,32.6,14.1,5.8,10.5,3.3
7,32.9,3.5,48.1,27.5,22.5,5.6,9.7,4.4
7.4,30.5,3.3,39.4,37.6,17.97,6.3,11,3
14.1,25.3,6.1,44.4,27.4,16.2,10.2,11.1,2
9.9,31.8,4.8,28.3,21.5,16.8,5,11.8,1.6
7.5,32.4,5.1,28.6,30.9,29.3,6.1,10.3,1.9
7.8,33.5,5.2,31.6,24.3,17.6,6.7,9.9,1.8
5.5,28.3,5.8,26.1,19.5,14.1,5.3,11.1,2.4
13.6,40.1,5.3,31,28.4,23.2,16.5,9.8,2.7
10.81,31,3.7,52.1,31.6,18.2,3.5,10.2,2.8
8.2,36.6,3.7,35.4,29.3,9.9,6.1,11.4,1.8
9.4,28.4,6.2,23.2,24.6,22.5,4.5,10.6,6.7
12.7,37.7,6.2,31.9,29.9,18,6.1,9.9,3.6
9.5,26.3,5.6,28.7,29.7,19.7,5.2,11,2.2
9.4,25.3,6.9,27.1,24.4,21.9,7.9,10.6,2.2
16.7,27,3.7,35.9,23.7,14.4,6.9,10.8,2.8
7.3,24.9,5.5,37.9,22.1,12.3,6.3,9.5,2.7
10.7,27.3,6.4,31.8,27.8,9.6,5.9,9.6,3.8
7.5,31.8,6.5,34.5,27.2,13,4.6,10.6,2.5
14.2,32.3,6.3,37.3,31.7,18.9,7.5,10.9,1.5
9.2,26.1,8.2,28,19.3,18.3,6.4,9.8,1.7
7.2,37.5,3.2,16.5,34.9,17.4,7.2,9.5,3.7
7.7,23.8,6.4,26,18.4,16.3,4.8,11,2.7
