HD_M_Value,HD_M_US,HD_M_REL_US,HBP_M_Value,HBP_M_US,HBP_M_REL_US,HC_M_Value,HC_M_US,HC_M_REL_US,OB_M_Value,OB_M_US,OB_M_REL_US,DB_M_Value,DB_M_US,DB_M_REL_US,Target_Value
2.5,6.4,-0.609375,30.6,32.4,-0.055555556,29.7,34.1,-0.129032258,45,30.1,0.495016611,15.1,10.8,0.398148148,2.4
2.3,6.4,-0.640625,31.4,32.4,-0.030864198,35.2,34.1,0.032258065,40.1,30.1,0.332225914,25,10.8,1.314814815,1.9
5.9,6.4,-0.078125,34.5,32.4,0.064814815,36.3,34.1,0.064516129,34.6,30.1,0.149501661,16.2,10.8,0.5,2.3
5.4,6.4,-0.15625,31.1,32.4,-0.040123457,36.4,34.1,0.06744868,37.2,30.1,0.235880399,13.5,10.8,0.25,2.5
3.8,6.4,-0.40625,23.1,32.4,-0.287037037,34.1,34.1,0,35.4,30.1,0.176079734,10.5,10.8,-0.027777778,5
7.7,6.4,0.203125,24.2,32.4,-0.25308642,37.4,34.1,0.096774194,27.6,30.1,-0.083056478,20.3,10.8,0.87962963,2.5
5.7,6.4,-0.109375,26.7,32.4,-0.175925926,22.5,34.1,-0.340175953,27.6,30.1,-0.083056478,13.2,10.8,0.222222222,5.5
3.8,6.4,-0.40625,16.3,32.4,-0.49691358,31,34.1,-0.090909091,24.3,30.1,-0.19269103,12.4,10.8,0.148148148,4.3
6.7,6.4,0.046875,34.9,32.4,0.077160494,36,34.1,0.055718475,33.2,30.1,0.102990033,24.4,10.8,1.259259259,3.3
4.7,6.4,-0.265625,30.3,32.4,-0.064814815,35,34.1,0.026392962,39.8,30.1,0.322259136,22.8,10.8,1.111111111,2.1
5.3,6.4,-0.171875,29.9,32.4,-0.077160494,32.1,34.1,-0.058651026,37,30.1,0.22923588,8.3,10.8,-0.231481481,3.4
3.5,6.4,-0.453125,46.4,32.4,0.432098765,36.7,34.1,0.076246334,25.1,30.1,-0.166112957,10.6,10.8,-0.018518519,3.5
6.9,6.4,0.078125,37,32.4,0.141975309,30.3,34.1,-0.11143695,28.1,30.1,-0.066445183,14.1,10.8,0.305555556,1.5
3.7,6.4,-0.421875,24.9,32.4,-0.231481481,32,34.1,-0.061583578,45.6,30.1,0.514950166,11,10.8,0.018518519,2.1
3.8,6.4,-0.40625,25.6,32.4,-0.209876543,29.4,34.1,-0.137829912,30.9,30.1,0.026578073,10.2,10.8,-0.055555556,2.1
6.6,6.4,0.03125,35.4,32.4,0.092592593,37.8,34.1,0.108504399,25.3,30.1,-0.159468439,14.4,10.8,0.333333333,2.3
7.5,6.4,0.171875,30.7,32.4,-0.052469136,34.1,34.1,0,33.1,30.1,0.099667774,13.3,10.8,0.231481481,2.3
4.4,6.4,-0.3125,31.8,32.4,-0.018518519,33.1,34.1,-0.029325513,40.1,30.1,0.332225914,8.9,10.8,-0.175925926,2.2
6.6,6.4,0.03125,28.5,32.4,-0.12037037,36.8,34.1,0.079178886,35,30.1,0.162790698,9.4,10.8,-0.12962963,4.3
4,6.4,-0.375,37.6,32.4,0.160493827,29.3,34.1,-0.140762463,21.2,30.1,-0.295681063,13.9,10.8,0.287037037,3.5
0.7,6.4,-0.890625,43.2,32.4,0.333333333,41.1,34.1,0.205278592,39.3,30.1,0.305647841,9.5,10.8,-0.12037037,2.7
11.1,6.4,0.734375,38.5,32.4,0.188271605,32.3,34.1,-0.052785924,38.7,30.1,0.285714286,10.2,10.8,-0.055555556,3.1
5.9,6.4,-0.078125,36.3,32.4,0.12037037,31.5,34.1,-0.076246334,26.1,30.1,-0.132890365,9.9,10.8,-0.083333333,1.9
5.3,6.4,-0.171875,34.9,32.4,0.077160494,35.1,34.1,0.029325513,38.4,30.1,0.275747508,8.9,10.8,-0.175925926,2
3,6.4,-0.53125,34.9,32.4,0.077160494,38.5,34.1,0.129032258,23.2,30.1,-0.22923588,16.7,10.8,0.546296296,7.4
7.6,6.4,0.1875,26,32.4,-0.197530864,31.3,34.1,-0.082111437,43.8,30.1,0.455149502,12.9,10.8,0.194444444,1.6
6.8,6.4,0.0625,28.1,32.4,-0.132716049,37.4,34.1,0.096774194,46.6,30.1,0.548172757,10.6,10.8,-0.018518519,2.7
5.3,6.4,-0.171875,29.2,32.4,-0.098765432,34.6,34.1,0.014662757,30.7,30.1,0.019933555,7.4,10.8,-0.314814815,3.2
0.7,6.4,-0.890625,30.5,32.4,-0.058641975,32.5,34.1,-0.046920821,45.5,30.1,0.511627907,10,10.8,-0.074074074,3.5
5.6,6.4,-0.125,29.3,32.4,-0.095679012,30.7,34.1,-0.099706745,27.5,30.1,-0.086378738,13.7,10.8,0.268518519,3.3
5.4,6.4,-0.15625,37.8,32.4,0.166666667,25.5,34.1,-0.252199413,34.6,30.1,0.149501661,10.6,10.8,-0.018518519,1.8
3.4,6.4,-0.46875,33.5,32.4,0.033950617,18.9,34.1,-0.445747801,34.3,30.1,0.139534884,11.3,10.8,0.046296296,4.7
7.6,6.4,0.1875,34.5,32.4,0.064814815,33.5,34.1,-0.017595308,25.9,30.1,-0.139534884,13.1,10.8,0.212962963,3.9
7.7,6.4,0.203125,37.5,32.4,0.157407407,34.1,34.1,0,38.1,30.1,0.265780731,12.8,10.8,0.185185185,2.4
4.4,6.4,-0.3125,36.5,32.4,0.12654321,35.3,34.1,0.035190616,37.8,30.1,0.255813953,8.6,10.8,-0.203703704,2.3
7.4,6.4,0.15625,35.1,32.4,0.083333333,32.9,34.1,-0.035190616,28.7,30.1,-0.046511628,10.9,10.8,0.009259259,1.6
8.3,6.4,0.296875,35.5,32.4,0.095679012,27.6,34.1,-0.190615836,48.8,30.1,0.621262458,12.8,10.8,0.185185185,3.5
11,6.4,0.71875,35.9,32.4,0.108024691,38.3,34.1,0.123167155,22,30.1,-0.26910299,12.9,10.8,0.194444444,4.4
10.2,6.4,0.59375,21.7,32.4,-0.330246914,27.8,34.1,-0.184750733,38.9,30.1,0.292358804,12.7,10.8,0.175925926,2.8
9.2,6.4,0.4375,45.8,32.4,0.413580247,28.3,34.1,-0.170087977,39.6,30.1,0.315614618,15.1,10.8,0.398148148,6.2
8.7,6.4,0.359375,36.9,32.4,0.138888889,35.5,34.1,0.041055718,40.7,30.1,0.352159468,12.8,10.8,0.185185185,1.7
3.5,6.4,-0.453125,24.2,32.4,-0.25308642,31.3,34.1,-0.082111437,32.1,30.1,0.066445183,11.6,10.8,0.074074074,2.7
6.7,6.4,0.046875,34.8,32.4,0.074074074,34.3,34.1,0.005865103,26.8,30.1,-0.109634551,14.3,10.8,0.324074074,3.3
5.2,6.4,-0.1875,36.6,32.4,0.12962963,36.2,34.1,0.061583578,29.2,30.1,-0.029900332,10.4,10.8,-0.037037037,3
3.4,6.4,-0.46875,32.6,32.4,0.00617284,36,34.1,0.055718475,37.3,30.1,0.239202658,12.1,10.8,0.12037037,3
4.3,6.4,-0.328125,41.9,32.4,0.293209877,26.7,34.1,-0.217008798,30.4,30.1,0.009966777,7.2,10.8,-0.333333333,2.3
7.8,6.4,0.21875,27.8,32.4,-0.141975309,24.6,34.1,-0.278592375,42.6,30.1,0.415282392,13.3,10.8,0.231481481,1.8
2.9,6.4,-0.546875,30.2,32.4,-0.067901235,36.7,34.1,0.076246334,26.1,30.1,-0.132890365,7.6,10.8,-0.296296296,2.6
3.5,6.4,-0.453125,32,32.4,-0.012345679,30.1,34.1,-0.117302053,28.6,30.1,-0.049833887,8.3,10.8,-0.231481481,2.1
1.8,6.4,-0.71875,30.8,32.4,-0.049382716,37.5,34.1,0.099706745,26.7,30.1,-0.112956811,8.9,10.8,-0.175925926,3
7.7,6.4,0.203125,36.6,32.4,0.12962963,39.2,34.1,0.149560117,28.4,30.1,-0.056478405,8.9,10.8,-0.175925926,3.4
2.8,6.4,-0.5625,28.4,32.4,-0.12345679,26.1,34.1,-0.234604106,35.3,30.1,0.172757475,8.6,10.8,-0.203703704,3.4
6.1,6.4,-0.046875,32.6,32.4,0.00617284,37.7,34.1,0.105571848,35.3,30.1,0.172757475,9.7,10.8,-0.101851852,1.8
9.3,6.4,0.453125,36.3,32.4,0.12037037,34.6,34.1,0.014662757,30.7,30.1,0.019933555,7.4,10.8,-0.314814815,3.2
4.3,6.4,-0.328125,39.4,32.4,0.216049383,29.4,34.1,-0.137829912,44.8,30.1,0.488372093,8.5,10.8,-0.212962963,2.2
6,6.4,-0.0625,32.8,32.4,0.012345679,33.6,34.1,-0.014662757,36.7,30.1,0.219269103,6.8,10.8,-0.37037037,2.1
5.1,6.4,-0.203125,23.8,32.4,-0.265432099,28.6,34.1,-0.161290323,31.4,30.1,0.043189369,8.9,10.8,-0.175925926,3.7
5.5,6.4,-0.140625,28.7,32.4,-0.114197531,30.9,34.1,-0.093841642,39.5,30.1,0.312292359,9,10.8,-0.166666667,2.4
3.3,6.4,-0.484375,21.3,32.4,-0.342592593,32.6,34.1,-0.04398827,28.7,30.1,-0.046511628,7.8,10.8,-0.277777778,3.5
5.3,6.4,-0.171875,35.8,32.4,0.104938272,32.3,34.1,-0.052785924,30.2,30.1,0.003322259,7.8,10.8,-0.277777778,2.7
6.9,6.4,0.078125,24.6,32.4,-0.240740741,29,34.1,-0.149560117,28.8,30.1,-0.043189369,7.4,10.8,-0.314814815,2.6
4.5,6.4,-0.296875,21.3,32.4,-0.342592593,34.3,34.1,0.005865103,42.6,30.1,0.415282392,8.8,10.8,-0.185185185,1
3.3,6.4,-0.484375,31.6,32.4,-0.024691358,10.1,34.1,-0.703812317,28.3,30.1,-0.059800664,9.5,10.8,-0.12037037,2
1.4,6.4,-0.78125,52.2,32.4,0.611111111,32.8,34.1,-0.038123167,37.7,30.1,0.252491694,8.1,10.8,-0.25,4.5
8,6.4,0.25,29.1,32.4,-0.101851852,34.7,34.1,0.017595308,41.3,30.1,0.372093023,11.4,10.8,0.055555556,4.2
7.4,6.4,0.15625,38.4,32.4,0.185185185,36.5,34.1,0.070381232,31.8,30.1,0.056478405,9.2,10.8,-0.148148148,3.4
7.8,6.4,0.21875,50,32.4,0.543209877,27.2,34.1,-0.202346041,22.7,30.1,-0.245847176,9,10.8,-0.166666667,2.1
6.7,6.4,0.046875,26.2,32.4,-0.191358025,34.8,34.1,0.020527859,42.6,30.1,0.415282392,8.6,10.8,-0.203703704,2.6
4.2,6.4,-0.34375,25.7,32.4,-0.206790123,26.5,34.1,-0.2228739,28.9,30.1,-0.03986711,7.4,10.8,-0.314814815,3.5
6.2,6.4,-0.03125,34.2,32.4,0.055555556,40.5,34.1,0.187683284,28.1,30.1,-0.066445183,8.3,10.8,-0.231481481,2.3
7.3,6.4,0.140625,35.2,32.4,0.086419753,35.5,34.1,0.041055718,30.6,30.1,0.016611296,9.2,10.8,-0.148148148,3.4
3.5,6.4,-0.453125,28.4,32.4,-0.12345679,29.5,34.1,-0.134897361,22.9,30.1,-0.239202658,10.5,10.8,-0.027777778,4.6
7.8,6.4,0.21875,34.3,32.4,0.058641975,34.4,34.1,0.008797654,38.8,30.1,0.289036545,8.6,10.8,-0.203703704,2.4
3.8,6.4,-0.40625,27.8,32.4,-0.141975309,29.4,34.1,-0.137829912,32.8,30.1,0.089700997,9,10.8,-0.166666667,1.5
6.4,6.4,0,39.3,32.4,0.212962963,30.6,34.1,-0.102639296,44.4,30.1,0.475083056,9.2,10.8,-0.148148148,2.5
3,6.4,-0.53125,35.6,32.4,0.098765432,37.3,34.1,0.093841642,36.8,30.1,0.222591362,8,10.8,-0.259259259,2.8
7.2,6.4,0.125,26.2,32.4,-0.191358025,34,34.1,-0.002932551,28.3,30.1,-0.059800664,8,10.8,-0.259259259,2.1
5.1,6.4,-0.203125,27.9,32.4,-0.138888889,38.5,34.1,0.129032258,34.4,30.1,0.142857143,8.8,10.8,-0.185185185,1.7
8.2,6.4,0.28125,26.1,32.4,-0.194444444,33.3,34.1,-0.023460411,33.5,30.1,0.112956811,10.1,10.8,-0.064814815,1.6
7.1,6.4,0.109375,36.8,32.4,0.135802469,37.9,34.1,0.11143695,28,30.1,-0.069767442,7.1,10.8,-0.342592593,2.8
5.5,6.4,-0.140625,38.9,32.4,0.200617284,35.3,34.1,0.035190616,34.5,30.1,0.146179402,7,10.8,-0.351851852,1.3
4.3,6.4,-0.328125,34.1,32.4,0.052469136,34.1,34.1,0,36.9,30.1,0.225913621,7.3,10.8,-0.324074074,2.8
3.4,6.4,-0.46875,38.1,32.4,0.175925926,40.2,34.1,0.17888563,35.1,30.1,0.166112957,9.1,10.8,-0.157407407,2.6
4.2,6.4,-0.34375,37.2,32.4,0.148148148,34.3,34.1,0.005865103,29.3,30.1,-0.026578073,10.5,10.8,-0.027777778,3.8
4.8,6.4,-0.25,35.1,32.4,0.083333333,32.3,34.1,-0.052785924,33.3,30.1,0.106312292,8.1,10.8,-0.25,2.4
3.8,6.4,-0.40625,28.5,32.4,-0.12037037,24.7,34.1,-0.275659824,38.2,30.1,0.26910299,8.9,10.8,-0.175925926,3.7
6,6.4,-0.0625,30.7,32.4,-0.052469136,37.8,34.1,0.108504399,31,30.1,0.029900332,10,10.8,-0.074074074,1.6
4,6.4,-0.375,35.8,32.4,0.104938272,34.9,34.1,0.023460411,40.7,30.1,0.352159468,10.2,10.8,-0.055555556,4.8
3.6,6.4,-0.4375,28.5,32.4,-0.12037037,18.2,34.1,-0.46627566,26,30.1,-0.136212625,8,10.8,-0.259259259,5.2
2.9,6.4,-0.546875,37.9,32.4,0.169753086,24.3,34.1,-0.287390029,37.9,30.1,0.259136213,7.5,10.8,-0.305555556,3.8
3.4,6.4,-0.46875,26.7,32.4,-0.175925926,32.4,34.1,-0.049853372,48.3,30.1,0.604651163,11,10.8,0.018518519,6.2
7,6.4,0.09375,25.5,32.4,-0.212962963,31.5,34.1,-0.076246334,31.4,30.1,0.043189369,9.2,10.8,-0.148148148,3.2
10.4,6.4,0.625,26.3,32.4,-0.188271605,29.9,34.1,-0.123167155,31.3,30.1,0.03986711,11.1,10.8,0.027777778,3.2
2.9,6.4,-0.546875,29.7,32.4,-0.083333333,33.2,34.1,-0.026392962,44.9,30.1,0.491694352,11.8,10.8,0.092592593,2.1
6.7,6.4,0.046875,50.4,32.4,0.555555556,32,34.1,-0.061583578,39.1,30.1,0.299003322,12.5,10.8,0.157407407,3.9
8.6,6.4,0.34375,37.3,32.4,0.151234568,32.9,34.1,-0.035190616,29.2,30.1,-0.029900332,13.3,10.8,0.231481481,2.1
5.8,6.4,-0.09375,10.1,32.4,-0.688271605,25.1,34.1,-0.263929619,28.1,30.1,-0.066445183,10,10.8,-0.074074074,3.4
2.5,6.4,-0.609375,30.8,32.4,-0.049382716,34.8,34.1,0.020527859,31.1,30.1,0.033222591,18.7,10.8,0.731481481,1.7
3.1,6.4,-0.515625,37.7,32.4,0.163580247,37.3,34.1,0.093841642,37.5,30.1,0.245847176,20.3,10.8,0.87962963,3.1
6.2,6.4,-0.03125,43.6,32.4,0.345679012,36.7,34.1,0.076246334,31.1,30.1,0.033222591,16.7,10.8,0.546296296,2.2
3.5,6.4,-0.453125,34.3,32.4,0.058641975,31.4,34.1,-0.079178886,27.4,30.1,-0.089700997,12.1,10.8,0.12037037,6.2
4.5,6.4,-0.296875,32.2,32.4,-0.00617284,29.5,34.1,-0.134897361,26.9,30.1,-0.106312292,15.7,10.8,0.453703704,1.8
8.1,6.4,0.265625,33,32.4,0.018518519,31.9,34.1,-0.064516129,34.3,30.1,0.139534884,18.6,10.8,0.722222222,3.7
5.8,6.4,-0.09375,33.1,32.4,0.021604938,32.4,34.1,-0.049853372,29.7,30.1,-0.013289037,10.3,10.8,-0.046296296,2
6,6.4,-0.0625,28.1,32.4,-0.132716049,35.8,34.1,0.049853372,39.8,30.1,0.322259136,17.3,10.8,0.601851852,4.6
4.4,6.4,-0.3125,25.1,32.4,-0.225308642,36.1,34.1,0.058651026,30.4,30.1,0.009966777,15.9,10.8,0.472222222,1
6.9,6.4,0.078125,31.9,32.4,-0.015432099,36.4,34.1,0.06744868,27.1,30.1,-0.099667774,16.1,10.8,0.490740741,1.8
5.8,6.4,-0.09375,42.9,32.4,0.324074074,36.9,34.1,0.082111437,41.9,30.1,0.392026578,10.8,10.8,0,3.9
6.1,6.4,-0.046875,41,32.4,0.265432099,29.9,34.1,-0.123167155,30,30.1,-0.003322259,20.3,10.8,0.87962963,1.5
9,6.4,0.40625,29.7,32.4,-0.083333333,25.4,34.1,-0.255131965,36.2,30.1,0.202657807,15.6,10.8,0.444444444,3.4
3.4,6.4,-0.46875,30.2,32.4,-0.067901235,25,34.1,-0.26686217,42.5,30.1,0.411960133,20.1,10.8,0.861111111,3
4.7,6.4,-0.265625,24.3,32.4,-0.25,26.3,34.1,-0.228739003,31,30.1,0.029900332,19.1,10.8,0.768518519,1.5
6.5,6.4,0.015625,30.3,32.4,-0.064814815,36.2,34.1,0.061583578,30.2,30.1,0.003322259,12.9,10.8,0.194444444,1.6
6.1,6.4,-0.046875,33.7,32.4,0.040123457,34.2,34.1,0.002932551,37,30.1,0.22923588,10.5,10.8,-0.027777778,2.6
3.7,6.4,-0.421875,41,32.4,0.265432099,26.7,34.1,-0.217008798,42.9,30.1,0.425249169,13.3,10.8,0.231481481,1.9
4.2,6.4,-0.34375,21.8,32.4,-0.327160494,28.3,34.1,-0.170087977,28.9,30.1,-0.03986711,13.8,10.8,0.277777778,2.7
5.9,6.4,-0.078125,38.3,32.4,0.182098765,36.5,34.1,0.070381232,46.4,30.1,0.541528239,17.8,10.8,0.648148148,1.9
5.7,6.4,-0.109375,27.9,32.4,-0.138888889,41.9,34.1,0.228739003,34.5,30.1,0.146179402,5.2,10.8,-0.518518519,3.6
6.5,6.4,0.015625,37,32.4,0.141975309,36.7,34.1,0.076246334,41.1,30.1,0.365448505,8.8,10.8,-0.185185185,3.5
4.3,6.4,-0.328125,27.8,32.4,-0.141975309,32.7,34.1,-0.041055718,36.2,30.1,0.202657807,11.9,10.8,0.101851852,4.7
2.4,6.4,-0.625,37.2,32.4,0.148148148,26.6,34.1,-0.219941349,33.6,30.1,0.11627907,8.2,10.8,-0.240740741,1.7
1.4,6.4,-0.78125,37.2,32.4,0.148148148,44,34.1,0.290322581,33.6,30.1,0.11627907,8.2,10.8,-0.240740741,3.8
6.3,6.4,-0.015625,22.8,32.4,-0.296296296,33.8,34.1,-0.008797654,42.4,30.1,0.408637874,7.2,10.8,-0.333333333,4.1
5.7,6.4,-0.109375,32.9,32.4,0.015432099,32.7,34.1,-0.041055718,32.7,30.1,0.086378738,8.8,10.8,-0.185185185,3.5
7.2,6.4,0.125,26.7,32.4,-0.175925926,29.2,34.1,-0.143695015,28.2,30.1,-0.063122924,8.9,10.8,-0.175925926,3.2
11.1,6.4,0.734375,28.9,32.4,-0.108024691,33.6,34.1,-0.014662757,42.4,30.1,0.408637874,8.5,10.8,-0.212962963,2
0.9,6.4,-0.859375,33.4,32.4,0.030864198,33.6,34.1,-0.014662757,28,30.1,-0.069767442,7.7,10.8,-0.287037037,2.6
6.6,6.4,0.03125,38.8,32.4,0.197530864,20.4,34.1,-0.401759531,29.3,30.1,-0.026578073,8.3,10.8,-0.231481481,3.2
4.9,6.4,-0.234375,40,32.4,0.234567901,32.3,34.1,-0.052785924,38.5,30.1,0.279069767,8,10.8,-0.259259259,2.4
7.5,6.4,0.171875,29.4,32.4,-0.092592593,33.7,34.1,-0.011730205,37.3,30.1,0.239202658,9.5,10.8,-0.12037037,2.2
4,6.4,-0.375,37.7,32.4,0.163580247,29.3,34.1,-0.140762463,29.5,30.1,-0.019933555,8.7,10.8,-0.194444444,1.6
7.1,6.4,0.109375,32.3,32.4,-0.00308642,31.7,34.1,-0.070381232,27.1,30.1,-0.099667774,14,10.8,0.296296296,3.7
6.7,6.4,0.046875,32.2,32.4,-0.00617284,33.8,34.1,-0.008797654,29.6,30.1,-0.016611296,7.1,10.8,-0.342592593,7.6
4.9,6.4,-0.234375,30.9,32.4,-0.046296296,30.2,34.1,-0.114369501,26.8,30.1,-0.109634551,6.8,10.8,-0.37037037,2.1
6.6,6.4,0.03125,28.1,32.4,-0.132716049,37.1,34.1,0.08797654,39.7,30.1,0.318936877,7.6,10.8,-0.296296296,3.1
7.3,6.4,0.140625,27.2,32.4,-0.160493827,37.4,34.1,0.096774194,29.8,30.1,-0.009966777,9.5,10.8,-0.12037037,3.1
3.2,6.4,-0.5,35.5,32.4,0.095679012,34.3,34.1,0.005865103,31.3,30.1,0.03986711,8.9,10.8,-0.175925926,2.6
7.3,6.4,0.140625,28,32.4,-0.135802469,30.8,34.1,-0.096774194,37.7,30.1,0.252491694,9.1,10.8,-0.157407407,3.8
4.7,6.4,-0.265625,41.7,32.4,0.287037037,28.8,34.1,-0.15542522,44.7,30.1,0.485049834,8,10.8,-0.259259259,1.5
6.6,6.4,0.03125,25.9,32.4,-0.200617284,36.4,34.1,0.06744868,34,30.1,0.129568106,5.1,10.8,-0.527777778,3.4
3.2,6.4,-0.5,36.4,32.4,0.12345679,32.7,34.1,-0.041055718,41.7,30.1,0.38538206,10.2,10.8,-0.055555556,2.5
11.6,6.4,0.8125,28.7,32.4,-0.114197531,36.3,34.1,0.064516129,36.1,30.1,0.199335548,9,10.8,-0.166666667,4.7
5.5,6.4,-0.140625,27.7,32.4,-0.145061728,34.5,34.1,0.011730205,25.1,30.1,-0.166112957,14.5,10.8,0.342592593,2.4
6.3,6.4,-0.015625,35.3,32.4,0.089506173,42.8,34.1,0.255131965,25.3,30.1,-0.159468439,7.4,10.8,-0.314814815,2.4
3.7,6.4,-0.421875,37.4,32.4,0.154320988,29.5,34.1,-0.134897361,41.6,30.1,0.382059801,5.7,10.8,-0.472222222,3.5
8.7,6.4,0.359375,15.4,32.4,-0.524691358,32.2,34.1,-0.055718475,32.9,30.1,0.093023256,16.7,10.8,0.546296296,1.7
8.6,6.4,0.34375,28.4,32.4,-0.12345679,36.6,34.1,0.073313783,27.4,30.1,-0.089700997,13.8,10.8,0.277777778,3.4
3,6.4,-0.53125,29,32.4,-0.104938272,26.4,34.1,-0.225806452,38.9,30.1,0.292358804,15.1,10.8,0.398148148,0.6
3.2,6.4,-0.5,32.2,32.4,-0.00617284,32.4,34.1,-0.049853372,28.2,30.1,-0.063122924,10.3,10.8,-0.046296296,2
4.9,6.4,-0.234375,23.5,32.4,-0.274691358,34.1,34.1,0,22.7,30.1,-0.245847176,12.7,10.8,0.175925926,2.4
6.3,6.4,-0.015625,33.9,32.4,0.046296296,36.2,34.1,0.061583578,27.3,30.1,-0.093023256,8.6,10.8,-0.203703704,1.8
6.7,6.4,0.046875,22.4,32.4,-0.308641975,33.7,34.1,-0.011730205,40.9,30.1,0.358803987,6,10.8,-0.444444444,1.9
5.9,6.4,-0.078125,33.9,32.4,0.046296296,20.9,34.1,-0.387096774,42.1,30.1,0.398671096,7.1,10.8,-0.342592593,1.7
8.1,6.4,0.265625,23.5,32.4,-0.274691358,29.2,34.1,-0.143695015,29.5,30.1,-0.019933555,8.9,10.8,-0.175925926,1.8
7.3,6.4,0.140625,37.6,32.4,0.160493827,35.5,34.1,0.041055718,27.7,30.1,-0.079734219,8.9,10.8,-0.175925926,4.3
1.3,6.4,-0.796875,31.7,32.4,-0.021604938,25.6,34.1,-0.249266862,37.4,30.1,0.242524917,12.2,10.8,0.12962963,2.1
2.7,6.4,-0.578125,37.4,32.4,0.154320988,33.7,34.1,-0.011730205,22,30.1,-0.26910299,5.4,10.8,-0.5,6.7
7.6,6.4,0.1875,34.2,32.4,0.055555556,30.8,34.1,-0.096774194,30.6,30.1,0.016611296,10.8,10.8,0,3.2
2.3,6.4,-0.640625,31.5,32.4,-0.027777778,38.6,34.1,0.131964809,32.2,30.1,0.069767442,8.1,10.8,-0.25,4.8
3.2,6.4,-0.5,29.7,32.4,-0.083333333,21.2,34.1,-0.37829912,40.7,30.1,0.352159468,10.4,10.8,-0.037037037,2.5
6.5,6.4,0.015625,35.9,32.4,0.108024691,31.9,34.1,-0.064516129,27.3,30.1,-0.093023256,8.3,10.8,-0.231481481,2.5
4.7,6.4,-0.265625,29.8,32.4,-0.080246914,28.7,34.1,-0.158357771,34.8,30.1,0.156146179,4.7,10.8,-0.564814815,2
5.6,6.4,-0.125,42.8,32.4,0.320987654,31.6,34.1,-0.073313783,34.5,30.1,0.146179402,9.6,10.8,-0.111111111,2.2
5.2,6.4,-0.1875,32.3,32.4,-0.00308642,32.8,34.1,-0.038123167,43.4,30.1,0.441860465,8.9,10.8,-0.175925926,2.9
4.5,6.4,-0.296875,40.3,32.4,0.24382716,30,34.1,-0.120234604,24.8,30.1,-0.176079734,7.6,10.8,-0.296296296,3.2
6.4,6.4,0,26.7,32.4,-0.175925926,25,34.1,-0.26686217,35.8,30.1,0.189368771,7.8,10.8,-0.277777778,5.8
9.3,6.4,0.453125,36.2,32.4,0.117283951,27.8,34.1,-0.184750733,24.5,30.1,-0.186046512,8.7,10.8,-0.194444444,2
7.6,6.4,0.1875,31,32.4,-0.043209877,29.7,34.1,-0.129032258,24.2,30.1,-0.196013289,9.7,10.8,-0.101851852,2.4
4.2,6.4,-0.34375,37.4,32.4,0.154320988,32.3,34.1,-0.052785924,23.9,30.1,-0.205980066,6.5,10.8,-0.398148148,2.2
5.4,6.4,-0.15625,29.8,32.4,-0.080246914,27.9,34.1,-0.181818182,25.2,30.1,-0.162790698,14.1,10.8,0.305555556,2.6
6.6,6.4,0.03125,23.6,32.4,-0.271604938,27.7,34.1,-0.187683284,24.1,30.1,-0.199335548,10.1,10.8,-0.064814815,5.5
3.4,6.4,-0.46875,33.1,32.4,0.021604938,31.4,34.1,-0.079178886,23.2,30.1,-0.22923588,8.1,10.8,-0.25,2
7.7,6.4,0.203125,40.4,32.4,0.24691358,28.4,34.1,-0.167155425,27.2,30.1,-0.096345515,9.9,10.8,-0.083333333,3.3
7,6.4,0.09375,37.4,32.4,0.154320988,35.1,34.1,0.029325513,26.9,30.1,-0.106312292,5.7,10.8,-0.472222222,2
3.6,6.4,-0.4375,31.9,32.4,-0.015432099,26.1,34.1,-0.234604106,24.7,30.1,-0.179401993,3.4,10.8,-0.685185185,3.4
4.5,6.4,-0.296875,19.8,32.4,-0.388888889,29.8,34.1,-0.126099707,22.6,30.1,-0.249169435,8.8,10.8,-0.185185185,0.7
3,6.4,-0.53125,34.6,32.4,0.067901235,34.2,34.1,0.002932551,43.9,30.1,0.458471761,7.5,10.8,-0.305555556,2.2
3.2,6.4,-0.5,26.7,32.4,-0.175925926,22,34.1,-0.35483871,39.4,30.1,0.3089701,7.3,10.8,-0.324074074,1
10.3,6.4,0.609375,32.2,32.4,-0.00617284,27.5,34.1,-0.193548387,21.6,30.1,-0.282392027,11,10.8,0.018518519,3
3.8,6.4,-0.40625,34,32.4,0.049382716,39.2,34.1,0.149560117,35.4,30.1,0.176079734,9.5,10.8,-0.12037037,5
7.4,6.4,0.15625,34.1,32.4,0.052469136,23.5,34.1,-0.31085044,32.8,30.1,0.089700997,12.5,10.8,0.157407407,5.8
5.4,6.4,-0.15625,29.5,32.4,-0.089506173,30.5,34.1,-0.105571848,36.8,30.1,0.222591362,10.5,10.8,-0.027777778,4.9
4.4,6.4,-0.3125,31,32.4,-0.043209877,31.8,34.1,-0.06744868,43.8,30.1,0.455149502,13,10.8,0.203703704,2.9
4.6,6.4,-0.28125,26.1,32.4,-0.194444444,36.3,34.1,0.064516129,25.2,30.1,-0.162790698,6.5,10.8,-0.398148148,2.6
3.1,6.4,-0.515625,31.2,32.4,-0.037037037,28,34.1,-0.17888563,26.6,30.1,-0.11627907,11.6,10.8,0.074074074,1.7
3.3,6.4,-0.484375,27.1,32.4,-0.163580247,31.9,34.1,-0.064516129,38.4,30.1,0.275747508,9.3,10.8,-0.138888889,4.7
