HD_M_Value,HBP_M_Value,HC_M_Value,OB_M_Value,DB_M_Value,Target_Value
6,34,36.2,40.3,7,3.7
4.2,42.9,40,38.2,8.4,7.8
4,31,37.3,45.6,9.2,5.2
3.4,37.1,35.3,38.9,8.1,7
7.5,33.6,25.5,30.1,8.7,2.1
4.6,31.2,22.1,42,7.8,3.6
6,34.1,16.5,49,8.6,5.6
5.2,26.2,37.2,23.6,12.8,1.7
5.4,32.8,29.8,32.6,5.9,2.3
4.8,40.6,30.4,39.2,7.2,2.9
9.5,25,29,39.8,8.5,2.5
4.2,21.4,35.3,32,7.2,2.5
5.5,29.8,35.6,38.1,7.9,3.1
7.6,38.3,33.1,36.1,8.5,1.7
9.2,37.4,33.2,40.5,8.6,2.3
6.8,30.9,31.4,43.6,7.4,4.7
2.6,33.9,38.9,27.7,12.5,3.6
2.5,49.5,34.6,23.9,9.4,3.2
11.5,32.1,28.8,22.7,10.7,4.1
5,31.8,29,22.2,8.4,3
5.9,20.5,33.4,35.7,8.2,1.2
6.8,35.7,30.5,37.2,8.9,2.5
1.5,40.3,32.2,36.5,8.3,4.5
5.4,37.6,38.2,24,7.4,1.5
4.7,33.5,36.2,26.4,10.3,2.1
5.1,27.7,23.7,32.6,7.7,1.7
7.8,22.2,32.8,27.9,8.4,6.3
5,29.1,31,24.8,9.1,2.2
2.6,35.5,36.2,45.2,8.1,3.2
5.9,35.3,39.2,40.2,8.4,1.8
5.3,28.3,33.7,45.5,12.8,3.2
7.1,28.2,27.8,36.6,12.8,3
3.7,34.3,33.7,49.3,10.3,2.4
3.9,45.4,36.1,26.9,14,1.9
8,29.8,21.6,30.6,21.9,2.4
8,34.4,33.1,31.2,11.5,3.8
3.6,27.8,32.9,32.7,15.5,4.6
4.6,34,37.7,44,8.3,3.3
4.8,28.5,32.8,35.5,15.4,1.7
5.1,39.8,35,36.6,11.4,1.5
5.2,27.7,31.4,41.4,11.5,1
6.7,39.6,29.8,31.3,18.2,3.9
5.9,39.1,36.8,28.5,14.1,2.2
2.7,18.2,34.3,33.5,13.4,2.5
2,34.1,33,40,9.9,2.3
4.4,29.5,40,39.1,19.4,3.2
7.9,41.1,38.2,41.2,13.7,2.2
2.5,24.3,26.5,30.9,11.6,3.8
6.4,32.4,32.8,27.6,7,3.4
6.9,37.5,37.4,30.1,9.8,1
6.4,25.8,30.9,37.8,12.1,2.6
7.9,34.1,33.5,30.8,16.6,4.3
6.7,23.5,33,23.3,13,4.3
7.7,27.5,35.6,36.4,14.1,3.7
3.5,23.3,36.6,38.8,17.5,3.2
7.5,29.3,37.4,36.4,5.7,1.8
5.5,32.2,25.8,45.4,17.7,4.7
2.6,41.7,36.7,35.7,11.4,2.3
4.7,24,34.5,31.9,18.4,1.9
6.1,26.3,27.1,36,5.9,5.4
7.1,47.1,26.2,31.9,6.2,7.1
5.6,28.5,31.6,38.4,11.3,3
2.6,27.2,28.8,45,7.2,2.4
5.6,29.4,33.1,26.7,13.4,2.3
4.4,26,35.7,29.1,15.5,3
7,33.7,35.3,42.1,7.9,1.2
14.6,25.5,39,24,16.1,3
3.5,23.5,36.8,27.8,10.7,4.6
8.2,29.9,50.3,39.3,20.5,7.1
7.4,36.4,28.4,34.7,8.5,1.6
6.5,35.2,27.5,33.1,8.6,5.2
1.9,32.2,29.5,36.4,6.9,1.4
4.4,27.1,31.4,25.6,12.1,2.8
4.7,36.7,30.6,42.9,3,6.3
8.9,34.9,36.3,35.4,17.9,2.3
6.1,30.3,28.3,29.7,4.6,1.7
5.5,23.5,32.5,32.3,8.6,3.3
8.3,33,30.8,28.4,15.4,3.7
5.5,33.7,29.1,23.6,15.1,3.6
3.1,31,36.6,32.1,5.9,2.7
6.2,31.7,30.6,40.9,7.8,3.1
5.6,28.3,41,29.7,8.2,3.1
6.5,29.4,37.4,20.8,8.5,5.5
4.6,30.3,33.6,29.5,14.6,2.3
3.5,32.4,41.3,27.8,9.4,3.5
6.7,34.4,33.2,49.4,8,3.1
6.9,48.5,27.9,28.9,4.1,3
3.9,28.2,35.1,37.7,7.6,3
2.2,33.9,52.5,40.2,7.2,2.6
9.1,33,24.9,31.3,3.9,5.8
7,31.4,31.3,24.6,7.1,1.5
3.2,44.4,37.1,48.8,8,1.9
6.4,29.9,24,32.4,7.8,3.6
7.6,31.2,35.6,31.8,8.2,1.7
5.4,37.1,33.5,29.7,4.3,1.7
5.8,25.9,41.3,44.4,5.5,3.6
6.4,22,40.6,38.8,7.8,4
4.7,40.1,36.6,29.4,8.4,1.7
3.5,29.4,39.8,38.3,7.3,3.6
7.5,26.2,31.1,37.8,11.7,1.9
3.7,14.8,33.7,39.6,7.5,4
4,50.7,33.1,35,7.7,2.5
9.2,22.4,38.3,28.3,9.2,5
5.2,33.1,21.2,35.7,8.4,2.1
7.2,28.6,37.7,37.6,8.4,3
8.9,32,31.8,35.9,9.4,4.4
5.6,24.5,35.4,40.3,11.3,1.8
10.2,16.2,34.4,26.9,18.1,0.8
6.3,38.9,33,45.2,4.7,1.6
7.5,33.7,32.6,31.9,10.8,3.6
3,28.1,30.1,43,8.4,4.8
6.9,36,21.4,35,12.6,1.6
10.8,33.7,36.8,38.2,12.6,2.7
5.4,37.9,28.7,27.8,9.3,3.4
9.5,26.6,39,50.2,12.8,1.4
6.6,36.3,29.4,32.5,11.6,3
7.6,21.9,34,40,13,3.2
3.4,36.8,35.4,32.7,9.3,2.2
4.6,26.9,32.3,39.5,11.8,6.3
6,33.8,26.9,28.4,11.2,1.5
7,35.5,25.5,32.9,9.3,3.6
7.1,36.4,25.7,23.4,10.5,2.5
6.1,36.1,27.9,29.6,6.2,3.1
7.5,23.3,35.5,33.9,11.3,1.3
5,25.1,28.6,39.7,6.7,1.1
2.4,51.7,26.5,34.4,8.7,1.7
7.7,16.9,32.8,24.7,7.6,2.2
3,38.8,34.8,33.8,10.5,7.7
5.4,32.7,33.8,43.1,7.1,2.7
6.8,35.3,26,36.6,9.5,4.6
4.3,23.8,32.6,27.9,7.7,2.5
3.8,38.4,29.1,37.5,9.4,6
6,26.6,33.7,25.5,5.9,3.4
4.5,34.4,27.9,44.5,10.4,1.5
5.5,24.7,38.2,27.9,8.2,4
7.3,36.9,27.7,35,7.6,2.8
3.1,27.2,44.2,36.6,7.6,1.5
7.1,39,34.5,39.4,9.2,4.8
9.9,33.8,34,41.4,6.1,2.6
1.5,32.4,34.1,47.9,11.2,2.9
2.5,38,37.8,43.4,9,7.5
3.9,37.2,35.9,31,9.4,3.3
2.3,22,33.3,41.8,5.1,4.1
5.4,47.8,30.8,41.1,8,1.6
8.2,23.7,39.5,44,5.5,3
5.3,26.8,36.2,39,10.4,3.5
3.8,37.1,37.8,25.5,8.6,2.1
8.5,29.6,35,38.4,9.6,2
6,31.2,27.9,32.4,8.5,1.9
3,34.8,34.4,30.3,8.3,3.5
8.1,49.7,24.1,39.7,7.6,3.4
5.3,21.6,29.4,40.4,7.8,7
3.3,29.4,35.8,28,6.9,2.8
4.7,32.4,22.8,25.4,11.1,2.4
4,35,29.8,47,9.7,4.4
2.1,32.8,27.1,26.8,7.7,2.5
9.8,26.5,28.6,29.6,7.3,1.5
6,33.7,22.6,47,10.5,2.3
5.6,30.3,23.5,26,7.9,2.5
3.1,48.1,34.8,34.5,9.4,2.2
8.6,28.9,28.2,40,8.2,6.1
2.7,30.3,30.3,32.2,7.4,1.4
2.7,38.2,39.1,34.9,5.1,2
2.3,29.1,28.7,32.3,8.8,3
6.1,36.7,27.3,26.7,8.7,2.9
2.5,24.1,34.5,26,8,4
5.4,31.7,25.8,33.4,8.8,4.7
6.4,33,29.5,43,10.2,2.6
8,29.9,34.6,26,8.9,2.4
2.8,53.5,35.3,26.7,8.3,2.4
4.5,30.9,30.6,53.1,6.5,7.8
9.1,32,30.3,35.5,8.4,2.1
1.6,37.3,31.2,36.4,9.7,3.6
6.6,28.8,28.3,43.2,8.1,5.3
3.2,34.1,40.4,28.9,10.2,2.5
5.9,32.8,33.1,44.2,12.2,5.6
6.6,35.3,31.2,36.3,6.6,2.9
3.4,33.8,37.1,36.8,7.8,1.3
4.6,25.7,32.2,24,7.5,3
4,47,26.3,34.4,8.5,2.9
9,24.2,31.8,41,7.3,1
5.4,39.3,37.5,37.3,9.3,8
6.7,23.9,17.7,30.2,7.3,1.3
7.7,30.4,30.9,38.5,8.1,3.5
7.4,28.9,30.7,33.4,6.1,4.3
7.7,30.3,32.9,38.5,11.6,4.5
6.6,34.2,28.7,46.6,12.9,2.4
2.6,32.2,40.2,26.1,10.7,3
4.5,20.7,26.4,30.2,9.2,2.6
3.3,33,28.1,37.2,17.5,2.1
3.5,47.6,32.7,27.9,11.1,4
3.4,49.2,33.6,31.3,13.7,2.1
7.8,28.4,14.7,38,9.4,1.7
5,33.6,32.3,48.8,11,1.8
5.7,34.8,33.1,26.2,6.4,4.3
8.2,28.6,29.8,25.6,12.1,2.7
3.6,35,41.3,24.1,9.9,8.5
6.9,34.9,37.3,31.8,11.8,3.3
2.3,21.9,34.1,28.1,12.9,3
8,26.4,27.9,38,9.3,3.2
8.9,27.1,32.6,31.8,10.4,1.8
6.2,32.5,28.8,38,11.7,4
4.1,32,29.2,35.3,12.3,2.4
6.9,31.3,33.2,26.9,9.8,5.4
4.1,32.6,38.1,38.3,11.9,1.3
3.1,22.6,37.5,35.7,11.7,1.3
3,35.8,33.1,48,12.1,4.2
4.9,23.4,27.7,36.3,9.6,2.5
2.5,37.3,39.4,39.4,13,2.7
2.9,25.5,37,47,11.7,4
3.6,30.9,29.8,42.5,13.5,2.7
8,23.2,38.3,38,10.1,3.8
2.4,33.8,36.2,40.8,5.3,5.2
12.2,40.3,28.5,26.2,4,7.8
6.8,37.1,26.2,41.3,7.8,1.9
6.9,38.3,31.7,32.2,6.7,6.7
4.3,34.2,38.6,40.3,6.7,4.2
5.4,23.5,32.1,28.8,10.4,5.8
2.2,36.8,35.2,38.6,6.6,4.6
7.3,39.3,40.3,30.2,4.4,2.1
5.1,39.7,32.9,36.4,4.1,2.8
8,34.6,29.1,40.3,6.2,1.9
9.2,41.8,36.4,39.2,7.1,4.1
5.4,36.3,31.5,45,7,3.2
9.4,22.2,22.3,30.3,8.8,2.7
4.3,43.4,33.6,36.6,4.1,3
3.1,24.6,39.5,22.4,6,2.8
2.6,35.6,36.1,40.9,5.8,3.7
6.4,38.3,37.6,26.5,5.6,3.4
5.4,30.3,36.8,41.2,3.9,3.3
6.5,23.8,37.5,45.1,5.1,3.6
6.9,24,34.9,25.6,12.5,2.9
13.7,37.1,33.1,30.8,4.4,1.8
4.7,18.2,36.8,46.7,6.2,2.2
4.9,35.5,34,34.5,6.9,1.8
1.8,33.1,34.4,20.4,15.4,4.4
2.5,32.9,28.3,28.4,6.7,3.7
6,48.3,24.5,47,8.7,4.4
6,32.8,24.8,24.1,5.7,3.1
5.7,35.3,26.5,28.7,6,2.6
9.4,34.7,34.2,28,4.6,1.5
7.1,24.4,36.5,36.7,3.6,2.6
6.5,31.3,32.5,36.7,5.2,3.2
7,29,38.6,38.2,7.9,1.5
5.4,31.9,33.9,36.2,4.3,3.5
3.1,38.7,20.1,29.1,8,2
5.8,36.7,35.6,30.3,5,8.3
5.2,23.5,43.2,36.6,4.6,2
3,28.3,23.6,28.6,5.1,1.8
3,29.8,20.9,21.1,9.8,1.6
4.4,26.8,36.7,49.1,4,2.1
7,32.2,31.3,38.7,10.4,3.8
3.1,30.8,35.7,37.4,4.8,2.6
6.5,24.7,38.4,27.5,4.8,1.8
8.6,35.2,34.5,37.1,7.8,1.8
6.6,24.7,30.7,46.1,5.7,4.2
8.2,35.6,36.9,35,5.9,2.4
7.3,25.5,31.1,38.1,6.4,2.5
6.5,21,18.9,31.4,6.5,1.8
6.2,24.3,41.2,34.2,3.4,1.8
7.3,41,40.4,43,6.9,2
4.1,32,34.6,29.5,4.3,2.2
3.3,29.1,37.7,32.1,17.1,2.5
3.4,34.1,34.3,39,11.1,2.8
8.3,38.5,22.2,38.1,7.9,2.6
4.3,31.4,34.8,33.4,7.4,2.9
7.1,31.7,35.5,38.6,9.2,2.6
4.9,28.2,30.7,40.2,4.8,1.9
3.8,30.2,35.7,48,5.2,3.5
5.1,25.7,33.1,38.3,7.9,2.5
3.6,25.4,34.4,27.3,7.5,1.3
5.1,35.3,40,37.4,14.8,3.8
5.6,22.2,39.1,44.1,5,2.7
5.4,35.4,29.6,46.6,4.1,3.9
6.2,49.1,32,30.9,4.4,4.9
4.3,31.3,36.3,27.4,5.7,1.1
2.3,35.1,26.1,31.1,15.6,1.3
3.5,35.3,34.8,35.9,10.6,3.4
6,29.1,32.5,39.6,7,3.6
5.9,31.7,22.8,31.9,4.7,3.5
7.5,34.1,35.7,32.9,1.8,4.8
3.1,23.2,34.3,23,10.7,4.3
5.9,32.7,35.5,35.2,5.7,1.1
1.5,32.3,31.7,27.2,5.7,4.5
8.2,22.1,38.2,24.2,4.9,6.6
4.4,38.2,37.7,25.9,6.4,2
4.2,27.1,26,40.6,5.8,2.4
3.6,38.1,39.1,45.8,11.6,2.2
7.5,29.1,30.4,34.2,8.6,3.1
14.8,35.1,26.7,33.6,7,4.2
8.3,34,30.1,41.7,10.3,2.8
9.6,22.9,42.8,33.6,3.7,6.2
4.4,38.9,33.3,22.4,5.4,1.7
8.7,36.7,33.7,39.2,5.1,2.2
5,33.4,30.5,36.9,4.7,2.3
7.5,32.3,38,26.9,4.5,2.6
2.2,32,30.3,41,10.1,4.9
7.5,20.1,36.7,24.8,4.5,1.3
8.7,20.8,30.6,28.9,6.3,7.4
2.8,32.2,28.6,37.4,4.2,1.2
3.9,20.8,25.9,27.6,8.3,1.2
4.8,30.7,33.5,40.4,5.6,2.5
6.6,30.9,36.1,46.8,9.3,3.7
3.1,36.1,34,42.5,3.9,4
6.8,38.1,37.7,36,11.2,1.1
3.8,35.1,36.5,40,5.4,3.3
8.7,37.7,25.5,35,5.5,8
8.2,32.1,29.3,31.6,7.4,3.7
5.9,37.2,36.9,29.4,6.9,2.9
5.1,29.1,32.6,31.5,3.8,1.9
4.2,31.2,31.9,31.9,5.6,2.1
6.7,39.1,34,40.5,5.8,0.9
4.6,30,36.8,40.9,7.8,1.3
9.1,41.1,36,31,3.3,6.3
7.6,22.5,40.1,34.5,12.5,2.1
5.5,33.2,28,35.6,7.4,2.7
10.6,25.5,32.6,31.6,4.2,2.6
6.9,37,34.1,34.8,4.6,2.7
9.4,34.3,27.8,39,9.1,4.5
10.7,31.7,35.2,35.5,6.9,6.6
5.2,41.7,39.3,28,7.5,3
2.4,46.4,31.9,36.8,12.8,2.1
5.2,33.2,30.4,38.1,6.7,4.1
8.3,39.8,25.3,32.1,3.9,1.9
3.5,22.5,35.7,26.7,6.6,1.8
3.1,22,23.6,26.8,13.6,2.6
2.8,32.2,34.1,39.7,3.9,4
4.3,25.5,28.2,41.6,6.3,3
6.8,39.9,33.9,35.7,11.8,2.1
2.5,21.1,32.2,40.4,8.7,2.9
7,32.6,40.5,42.5,5.5,3.2
8.8,27.7,31.4,35.8,7.3,3.8
5,30.1,32.8,47.4,6.8,5.9
4.5,27.4,39,26.1,7.2,3.1
4.9,32.6,38.4,33,4.8,1.9
4.8,30.5,30.7,36.2,5.1,5.2
7.3,32.1,22.6,27.5,6.2,3.4
4.9,31.5,39.8,34.8,7.3,3.7
6.8,36,32.9,37.4,3.5,3.8
7.4,32.4,29.8,33.8,8.9,2.5
8.4,24.9,22.7,36.2,5.8,1.6
9.2,28.1,37.9,43.3,4.9,2.8
5.4,37.6,26.7,32.7,6.3,3
11.4,46.4,33.2,28.4,7.4,1.7
7.5,28.9,32.6,39.2,5.2,0.8
4.9,23.2,26.8,41.8,6.9,4.8
2.5,35.7,39.6,33,21.8,2.8
2.4,37.9,32.1,39,22.1,4
3.4,37.4,24.4,20.1,12.9,2.1
6.9,50.4,38.6,30.3,8.1,2.8
4.6,38.5,35.4,42.1,11.3,2.9
2.3,29.6,26.3,41.3,19,4.2
9.5,33.7,37,29.3,11.2,3
6.3,30.3,33.6,27.7,26.8,1.9
4.9,46.7,29.6,39.6,15.7,1.7
2.6,22.2,32.9,36.5,8.3,1.3
4.8,29.6,26.7,36,16.2,7.7
5.6,37.3,34.1,37.1,11.3,3.2
4.9,32.2,24.5,40.5,8.3,4.1
6.4,26.6,33,33.5,20.7,2.9
8.8,29.1,31.9,31.7,11.5,1.6
7.1,32.1,30.8,40.7,16.2,7.9
5,29.8,14.9,35.5,8.9,2.2
5.3,36.3,26.8,33.8,8.9,3.5
2.2,22.6,29.8,40,20.7,2.5
4.8,34.4,39.7,30.9,10.6,2.4
3.2,32.6,28.9,31.4,17.6,3.3
3.3,33.1,33.9,39.1,25.7,3.9
9.8,28.1,26.9,30.3,18.5,3.3
6.9,30,17.4,32.3,13,3
3.7,36.8,27.9,37.9,13.6,2
9.4,37.2,33.9,27.4,12.9,1.4
9.2,18.3,25.8,30.7,22.3,2.4
3.5,35.5,27.5,23.6,10.1,2.2
5.6,32.2,23.3,24.2,12.8,1.8
4,40.3,32.2,33.3,15.2,3
5.1,31.9,37,38.4,8.3,3
10.4,22.7,31.4,44.2,13.8,4.1
4,18.8,31.2,31.2,12.2,7.4
2.6,39.5,33.5,39.9,9,4.5
6.2,17.4,33.2,40.8,8.9,2.5
3.9,22.9,28.9,38.9,8.1,1.9
4.5,29.3,34.3,31,14.2,2
6.2,22.6,36,26.8,18.2,6.3
14.5,40,29.5,36.9,26.2,1.7
3.9,37.1,37.8,48.7,18.8,2.2
7.9,38.2,22.7,34.8,13,4.3
10.7,43.3,32,25.3,10.1,2.6
5.2,16.7,32.2,36.5,20.6,3.2
7.1,27.9,30.3,37.3,8.3,1.7
2.8,51.4,34.8,31,22.6,3.3
7.2,41.1,34.3,27.7,18.4,3.5
7.9,22.1,38,43.2,23.6,3.4
6.4,22.7,33.4,30.5,13.5,5.4
8.4,23.5,35.4,29.6,20.8,3.3
5.1,44.7,28.4,41.2,7.9,1.4
3.4,29.2,35,36.8,5.4,3.1
2.8,37.5,37.7,39.3,11.2,4.2
7,27.8,35,33.2,25.6,3
3.7,30.8,26.4,40.7,28,3.2
6.5,34.5,32.4,37.8,11.5,1.5
5.1,24.9,29.8,28.2,22.2,2.5
3.8,19.5,36.9,23.8,20.4,3.4
2.8,41.2,38,47,22.9,3.3
5.9,21.8,29.8,31.9,18.6,3.9
4.7,30.7,40.8,29,7.2,2.2
5.2,27,35.2,38.5,9.7,1.6
4.9,32.7,37.8,25.6,7.8,2.9
3.3,26.7,23.3,39.8,9.2,2.3
3.8,23.3,36.5,33.7,7.8,3
5.3,41,34.8,41.9,8.2,3
6,52,37.5,36.3,9.2,4
2.3,31.4,33.7,32.7,9.8,2.1
9,31.8,35.4,25.9,8.7,2.7
3.7,37.5,30.2,34.3,8.3,2.6
5.3,23.3,27.5,36.7,8,3
7.4,28.8,36.8,20.5,9.1,1.9
6.9,30.1,35.1,26.3,8.4,4.1
7.3,23.4,29.5,37.7,7.2,3.3
8.3,21.8,27.8,47.5,7.8,2.9
10,28.7,36.3,24.9,8.8,3
6.3,29.8,36,46.9,8.5,3
8,33.6,30.8,34.8,8.2,3.9
7.2,33.2,32.9,21.6,8.2,3.8
4,30,35.7,38.6,7.7,2.3
7.3,33.5,38.7,36.7,9.4,3.7
3.9,27.6,32.2,42.1,9,3
4.9,35,35.9,29.6,8.1,2.7
9.8,27.8,34.2,38.6,10.2,2.3
4.6,22.2,33.4,36.1,8.7,2.6
8.8,26.9,38.8,29,7.8,3.4
4.2,23.4,32.2,29.3,12.3,2.5
5.4,36,14.5,31.7,9.9,4
2.8,43.9,31.2,44.2,11.8,2.9
3.9,32.8,35.3,38.1,12.2,3.8
6,28.4,32.4,24.5,8.3,3.1
7.9,21.4,31.5,30.8,9.3,3.3
4.2,31.5,21.7,34.6,9.3,3
3.1,37.2,34.3,39.1,7.3,2.7
6,23,39.6,40.4,9.6,3.1
4.1,36.9,34.5,41.2,15,1.9
5.8,27,36.6,40.9,8.8,2.6
3.3,28.3,35.1,37.4,11.7,1.2
2.6,30.3,34.2,31.5,9.7,3.1
6.3,23.6,43.7,26.6,10.5,4
5.4,19.4,38,44.4,9.5,3.2
2.1,28.7,26.7,37.4,10.3,3.1
5,33.3,25.7,44.5,7.6,1.2
2.6,26.3,37.7,28.2,13.7,2.4
2.1,22.1,37.4,35.5,9.2,2.3
5.8,23.1,34.3,33.3,8.2,3.3
3.8,44.4,30.9,33.9,8.8,2.4
7.8,18.2,37.2,23.3,8.7,3.2
3.5,32.9,29.8,31.6,8.3,4.2
4,27.7,37.6,33.9,4.1,2.2
6.5,32.8,38.4,36,5.9,4.2
4.8,30,35.7,30,8.2,4
7.3,22.9,26.1,23.2,9.9,2.7
7.7,33.2,36.1,45.7,11.1,3.7
4.7,31.6,30.6,28.2,9.2,2
5.3,28.6,34.7,35.7,4,2.5
3.7,26,29.2,32.1,8.5,2.1
4.7,42.9,37.4,36.5,8.9,2.8
5.2,17.5,36.8,33.4,8.7,2.3
4.2,32.6,37.2,36,8.1,3.1
4.3,28.2,38.2,41.4,5.3,1.7
5.5,31.8,26.4,48.3,7.1,2.7
6.2,34.7,38.6,44.7,7.4,1.9
6.3,25.2,23.4,34.3,4.7,2.9
7.7,34,28.6,22.4,7.6,2.2
4.3,36.2,38.6,29.7,6.8,3
2.5,30.9,27.3,28,9.1,2.6
4.1,29.2,34.6,47.7,6.7,2.7
8,25.6,36.6,26.4,6.4,1.5
5.7,33.7,32,43.1,9.9,3.8
5.5,38.3,30,25.3,5.9,1.5
4.8,25.6,33,34.8,8.4,3.2
5.1,24.5,35.7,33.8,6.2,2.7
5.9,27.7,37.7,38.6,10.1,3.5
9.5,35.6,37.1,37.1,7.2,3.3
6.6,35.5,38.8,27.7,8.4,3
6.1,24.8,32.7,39.7,10,3.6
4.5,32.7,33.8,32.4,10.5,3.4
6.8,50.6,29.4,25,8,4.3
5,29.1,29.9,45,9.1,3.1
8.4,31.9,32.6,23.5,11.2,2.3
8.2,27.4,26.8,37.2,9.2,2.1
5,33,34.7,34.5,5.8,3.4
6,31.1,38.6,46.9,9.8,2.4
3.4,29.9,32.9,42.1,9.8,4
6.4,21.5,41.3,27.3,8.2,2
6.4,44.4,29,46,6.5,1.6
2.6,26,30.8,36.8,3.3,2.6
6,26.7,36.5,30.1,3.8,3.9
5.2,23.1,37.1,44.6,7.4,2.1
5.2,27.3,33.7,26.8,5.8,2.6
5,32.5,36.2,33.1,5,1.2
8.4,32.9,42.8,40.8,4.1,1.4
4.8,28.3,35.4,30.4,8.2,3
4.4,32.5,34.1,32.8,4.2,2.3
6.6,28.7,27.4,40.7,7,2.1
7.1,27.4,38.2,41.5,2.5,3
5.5,45.7,26.9,44.4,4.6,2.3
6.6,25.3,34.8,28.7,6.6,4
5.1,27.3,33.6,29.7,7.6,3.5
5.8,34.7,34.2,43.2,3.6,5.7
2.8,46,35,32.6,5.4,1.2
2.9,21.1,30.2,28.5,3.8,6.1
5.7,26.1,35.2,33.8,11.1,2.5
3.4,31.9,32.5,31.6,23,2.1
6.1,30.9,34.2,32.8,11,2.8
1.8,27,37.7,38,15.5,4.5
9.3,35.3,36.6,38.9,15.1,4.5
1.8,32.2,38,45,13.3,1.4
8.3,28.5,32.7,35.7,13.6,2.5
5,45.4,27.2,23.1,7.9,3.6
6.9,43,37.7,23.9,10.8,4.2
5.9,28.7,34.5,34.3,10.4,3.2
3.9,22.1,34.4,36.8,16.7,3.1
5.8,26.3,36.1,29.8,8.8,4
5.9,43,34.9,31.2,13.5,2.7
5.5,22.5,29.7,23.7,11.4,2.4
4.5,30.3,25.8,40.5,19.6,2.8
3.5,20.7,33.2,25,8.4,1.6
5.3,31,32.1,38.6,9.7,3.3
6.8,36.7,35.7,32.6,14.1,2
5.1,30,38.1,36.9,11.4,1.8
7,31.4,35.3,23.9,8.3,2.7
6.9,35.6,38.5,44.7,15,3.5
3.3,30.8,24.1,23.2,18.2,2.3
5.5,26.1,40.3,26.3,10.7,5.1
3.3,29.5,35.1,32.4,12.9,3
5.1,29.1,32.3,29.4,12.1,1.6
8.7,27.9,33.2,36.2,9,1.7
5,33.2,24.8,36,10.2,2.1
4.7,34.2,34.2,35.5,18.3,3.1
6.9,33.9,34.6,28,13.4,3.2
4.5,41.2,31.6,21.9,14.7,3.5
7.7,25.5,29.2,28.1,11.9,2.7
3.9,30.1,31,28.6,8.8,3.8
2.5,32.9,35.4,30.9,6.4,1.7
5.9,30.6,29.8,37.1,13.1,3.1
6.5,26.9,37.1,32.4,22.7,2.9
4.7,21.6,30.9,25.1,14.7,2.2
3.7,28.4,36.5,37.7,16.3,4
4.5,45.8,29.6,25.9,12.7,2.9
9.5,22.9,25,40,9.9,1.6
8.1,27.7,40.3,41.9,13.9,6.8
3.1,47.2,32.7,43.5,7.8,3.2
5.7,30,34.8,33.6,15.6,6.4
3.1,27.2,32.2,40.6,9.5,2.6
5.9,23.5,38.6,40.8,17.8,3.3
6.4,21.5,32.6,37.9,12.6,3.4
7,46.8,35.8,42.3,11.2,2.1
3.8,19.8,30.5,25,12.2,5.2
3.7,26.9,30.2,21.2,11.6,2.7
5.5,38.4,41.8,31.6,13.8,2
5.3,28.3,27.5,27.1,10.4,3.6
5.3,15.5,40.3,35.8,12.8,2.8
1.9,29.9,30.8,31.6,11.6,3.1
4.4,21.6,32.4,38.5,11.6,1.5
4.7,32.2,36.4,30.1,10.8,2.6
5.9,21.5,28.5,25,11.6,2.8
3,29.2,37.1,24.5,10.9,3.3
4.7,23.9,32.9,28.9,11.6,2.9
4.5,20.8,36.2,38.1,10.6,3.1
8.3,31.1,35,45,12,6
3.6,23.8,30.6,40.5,11.2,3.5
7.1,22,40.1,38.8,11.8,2.6
2.4,30.9,36.6,26.4,11.4,2.1
6.6,29.7,31.9,38.1,12.3,3.7
6.2,16.3,27.2,28.5,10.8,2.5
6,32.3,26.3,26.8,13.1,3.9
9.4,48.5,40,32.8,12.9,2.8
4.4,22.1,24.7,33.6,13.1,3.5
6.5,40.6,34.1,31.1,12.6,3.4
8.5,17.6,33.5,37.3,12.9,6
3.8,29.7,36.5,23,14.1,2.9
5.1,22.9,33.5,33.1,15.4,3.5
7,31.8,34.9,30.5,11.7,4.7
4.2,26.6,24.5,30.4,16.2,3.3
2.8,30.2,37,34.4,13.9,1.7
3.2,31.9,25.9,44.3,15.4,1.3
7.5,44.4,32.3,46.5,15.2,3.4
7.1,27.5,27.1,42.6,13.3,1.6
8.3,48,36.2,29.9,16,1.5
6.8,36.2,35.3,37.3,11.8,4.5
6.4,31.7,33.6,30.1,14.7,3.1
7.1,32.5,34.2,26.5,12,3.4
3.4,32.4,36,34.6,14.8,2.4
5,31.7,37,29.3,11.6,3.5
8.6,26,34.8,31.5,17.5,4.5
3.1,28.1,38.9,46.7,14.6,3.5
6.3,25.7,30.9,30.6,9.8,2.7
6.6,34.8,34.7,30,13.6,2.3
4.9,34.8,28.1,37.3,11.6,3.2
6.5,26.9,35.3,39.4,5.6,1.7
8.5,31.5,35.3,39.6,9.3,2.5
4,29.8,35.5,35,11.4,1.4
3.3,28.5,34.6,23.3,7.5,1.6
3.9,28.3,38.7,27.8,6.9,2.2
4.3,29.9,32.1,29.8,7.2,4.6
3.6,10.6,31.7,41.1,10.9,6.2
3.1,27.7,23.6,41.2,10,3.5
4.7,30.7,35.2,30.2,9.5,4.4
6.4,33.4,29.3,41.1,9.2,2.7
6.2,28.2,35,33.6,8.1,4.4
7.3,25.1,33.5,33.9,6.8,5.3
7.9,24.2,34.4,23.6,7.1,1.8
5.3,37.3,32.2,29.3,7.6,1.6
7.7,43.7,24.3,26.2,8.1,1.3
5.7,31.9,36.7,41.3,8.7,3.1
