,CA_City,CA_PopByMM,CA_DiagPer100k
6020,CA San Jose,"6,743",6.8
6021,CA San Jose,"5,374",8.5
6022,CA San Jose,"4,688",9.8
6023,CA San Francisco,"3,404",7.8
6025,CA San Jose,"2,540",9.4
6026,CA San Francisco,"7,564",11.5
6027,CA San Francisco,"1,500",19.4
6028,CA San Francisco,"5,335",16.2
6029,CA San Francisco,"3,811",4.4
6030,CA San Jose,"2,847",7.6
6031,CA San Marcos,"4,175",9.9
6032,CA San Francisco,"3,683",4.8
6033,CA San Francisco,"4,545",6.6
6034,CA San Mateo,"3,703",8.0
6035,CA San Francisco,"3,622",10.9
6036,CA San Francisco,"4,316",10.2
6037,CA San Leandro,"6,897",11.1
6038,CA San Francisco,"3,218",4.9
6039,CA San Francisco,"4,350",8.7
6040,CA San Marcos,"1,035",10.5
6041,CA San Jose,"3,296",8.5
6042,CA San Francisco,"3,689",5.7
6043,CA San Jose,"5,088",15.9
6044,CA San Ramon,55,7.1
6045,CA San Francisco,"6,474",8.4
6046,CA San Leandro,"3,770",8.0
6047,CA San Jose,"1,742",3.9
6048,CA San Jose,"4,429",9.6
6049,CA San Jose,"4,986",9.6
6050,CA San Jose,"5,474",8.3
6051,CA San Francisco,"2,060",5.0
6052,CA San Francisco,"3,492",4.5
6053,CA San Mateo,"3,241",8.0
6054,CA San Jose,"5,602",7.6
6055,CA San Francisco,"3,833",4.8
6056,CA San Jose,"6,916",11.3
6057,CA San Francisco,"2,376",7.8
6058,CA San Jose,"6,683",7.3
6059,CA San Francisco,"4,711",5.5
6060,CA San Francisco,"2,734",17.3
6061,CA San Jose,"3,295",9.9
6062,CA San Francisco,"4,307",25.4
6063,CA San Jose,"3,738",6.9
6064,CA San Jose,"2,182",10.4
6065,CA San Francisco,"2,965",4.9
6066,CA San Jose,"2,903",10.1
6067,CA San Francisco,"5,021",10.1
6068,CA San Jose,"3,027",7.3
6069,CA San Jose,"5,968",10.1
6070,CA San Ramon,"6,513",6.4
6071,CA San Francisco,"2,624",13.4
6072,CA San Francisco,"4,996",7.2
6073,CA San Francisco,"2,128",6.3
6074,CA San Francisco,"11,502",4.5
6075,CA San Ramon,"4,431",5.1
6076,CA San Jose,815,6.6
6077,CA San Francisco,"4,005",9.2
6079,CA San Jose,"3,506",8.1
6080,CA San Jose,"4,406",7.2
6081,CA San Mateo,"5,579",7.9
6082,CA San Francisco,"2,909",4.6
6083,CA San Jose,"2,826",7.0
6084,CA San Francisco,"2,583",5.5
6085,CA San Mateo,"4,451",9.5
6086,CA San Francisco,"4,044",4.1
6087,CA San Francisco,"3,836",7.2
6088,CA San Jose,725,7.2
6089,CA San Leandro,"4,080",10.3
6090,CA San Jose,"4,494",12.6
6091,CA San Francisco,"5,621",6.0
6092,CA San Jose,"6,493",8.5
6093,CA San Jose,"7,640",7.8
6094,CA San Leandro,109,10.4
6095,CA San Jose,230,9.1
6096,CA San Francisco,"1,689",7.6
6097,CA San Jose,"3,203",8.8
6098,CA San Francisco,"4,196",4.9
6099,CA San Francisco,"5,191",7.7
6100,CA San Jose,"5,075",8.1
6101,CA San Jose,"4,074",8.8
6102,CA San Francisco,"5,592",18.9
6103,CA San Jose,"2,236",8.9
6104,CA San Francisco,"4,362",6.4
6105,CA San Mateo,"5,546",7.0
6106,CA San Jose,"7,191",8.1
6107,CA San Jose,"4,431",10.9
6108,CA San Jose,"4,271",10.7
6109,CA San Francisco,"3,286",8.1
6110,CA San Jose,"2,094",9.8
6111,CA San Francisco,"6,167",11.0
6112,CA San Francisco,"3,549",8.3
6113,CA San Jose,"5,240",8.5
6114,CA San Francisco,"3,384",7.1
6115,CA San Francisco,350,6.0
6116,CA San Jose,"1,860",8.9
6117,CA San Francisco,"2,851",12.4
6118,CA San Francisco,"5,300",9.6
6119,CA San Francisco,"6,269",7.2
6120,CA San Jose,"5,684",8.3
6121,CA San Jose,"3,985",9.6
6122,CA San Jose,"4,618",12.3
6123,CA San Marcos,332,8.1
6124,CA San Francisco,"5,618",11.3
6125,CA San Jose,"3,173",10.8
6126,CA San Francisco,"3,778",4.7
6127,CA San Francisco,"3,544",10.7
6128,CA San Mateo,"8,107",9.9
6129,CA San Francisco,"2,556",5.3
6130,CA San Jose,"4,558",7.4
6131,CA San Leandro,"6,842",9.7
6132,CA San Jose,"3,101",6.6
6133,CA San Francisco,"8,471",9.7
6134,CA San Jose,"3,723",5.9
6135,CA San Francisco,"2,408",6.6
6136,CA San Jose,"2,725",11.7
6137,CA San Francisco,"7,226",10.7
6138,CA San Francisco,"3,739",8.5
6139,CA San Francisco,"2,493",7.3
6140,CA San Jose,"3,214",7.8
6141,CA San Jose,"6,883",7.0
6142,CA San Jose,"4,311",11.4
6143,CA San Ramon,"72,148",6.6
6144,CA San Jose,"4,916",10.8
6145,CA San Jose,"2,974",13.4
6147,CA San Jose,"6,388",6.9
6148,CA San Francisco,"4,875",12.4
6149,CA San Mateo,"2,348",8.1
6150,CA San Jose,"5,461",8.2
6151,CA San Francisco,"2,986",11.0
6153,CA San Marcos,"6,423",8.9
6154,CA San Jose,"7,062",7.7
6155,CA San Mateo,"3,529",8.4
6156,CA San Jose,"3,585",10.4
6157,CA San Leandro,"3,989",9.4
6158,CA San Francisco,"3,034",5.2
6159,CA San Jose,429,8.0
6160,CA San Jose,"2,947",10.4
6161,CA San Francisco,"4,567",7.7
6162,CA San Jose,"2,369",7.5
6163,CA San Francisco,"5,106",8.9
6164,CA San Ramon,"5,062",8.2
6165,CA San Francisco,"3,687",8.8
6166,CA San Jose,"6,432",10.8
6167,CA San Francisco,"4,089",12.5
6168,CA San Francisco,"3,968",9.3
6169,CA San Francisco,"6,572",9.3
6170,CA San Jose,"4,839",9.6
6171,CA San Jose,"5,240",8.1
6172,CA San Francisco,"6,193",7.8
6173,CA San Francisco,"3,122",5.0
6174,CA San Jose,"4,915",10.6
6175,CA San Jose,"3,912",8.1
6176,CA San Francisco,"4,372",8.0
6178,CA San Jose,"4,146",9.9
6179,CA San Francisco,"3,594",9.2
6180,CA San Jose,"7,306",8.3
6181,CA San Jose,"3,080",8.2
6182,CA San Francisco,"3,660",13.3
6183,CA San Jose,"4,460",8.7
6184,CA San Leandro,"4,352",10.2
6185,CA San Jose,"6,087",8.5
6186,CA San Jose,"4,737",7.9
6187,CA San Francisco,"3,948",8.9
6188,CA San Francisco,"7,630",10.9
6189,CA San Francisco,"3,216",13.3
6190,CA San Leandro,"2,478",9.2
6191,CA San Francisco,"3,928",6.4
6192,CA San Jose,"4,477",10.7
6193,CA San Jose,"4,521",6.8
6194,CA San Francisco,"7,842",9.1
6195,CA San Jose,"3,806",9.0
6196,CA San Jose,"5,346",8.8
6197,CA San Francisco,"3,831",11.4
6198,CA San Francisco,"3,264",5.9
6199,CA San Jose,"3,367",8.0
6200,CA San Ramon,"1,399",7.9
6201,CA San Jose,"5,101",10.9
6202,CA San Francisco,"3,376",4.0
6203,CA San Jose,"6,339",8.0
6204,CA San Francisco,"5,495",10.0
6205,CA San Jose,"5,002",11.7
6206,CA San Jose,"3,042",8.0
6207,CA San Jose,"6,069",12.1
6208,CA San Marcos,"83,781",9.0
6209,CA San Jose,"1,982",11.7
6210,CA San Jose,"6,187",7.0
6211,CA San Francisco,"4,140",13.4
6212,CA San Leandro,"3,760",9.2
6213,CA San Jose,"4,063",7.6
6214,CA San Mateo,"2,640",7.1
6215,CA San Jose,"6,256",7.1
6216,CA San Jose,"3,665",10.3
6217,CA San Jose,"3,938",11.5
6218,CA San Jose,"6,260",7.1
6219,CA San Francisco,"3,478",14.3
6220,CA San Leandro,"4,656",8.5
6221,CA San Jose,"4,273",8.6
6222,CA San Jose,"4,825",7.3
6223,CA San Jose,"4,108",14.9
6224,CA San Francisco,"5,083",5.3
6225,CA San Francisco,"4,162",5.4
6226,CA San Ramon,"5,627",5.8
6227,CA San Francisco,467,13.9
6228,CA San Jose,"6,562",9.4
6229,CA San Francisco,"3,824",9.7
6230,CA San Jose,"1,897",7.5
6231,CA San Jose,"6,125",8.0
6232,CA San Jose,210,5.7
6233,CA San Jose,"6,959",7.8
6234,CA San Jose,"4,278",10.6
6235,CA San Jose,"5,450",9.3
6236,CA San Marcos,"8,127",6.6
6237,CA San Jose,"5,462",10.4
6238,CA San Jose,"3,870",8.5
6240,CA San Jose,"7,216",13.6
6241,CA San Francisco,"4,908",10.7
6242,CA San Jose,"4,624",10.6
6243,CA San Francisco,"2,617",7.3
6244,CA San Jose,"1,897",10.1
6245,CA San Mateo,"4,073",8.9
6246,CA San Francisco,"3,974",8.5
6247,CA San Francisco,"3,894",12.4
6248,CA San Francisco,"2,880",6.3
6249,CA San Marcos,"3,941",9.2
6250,CA San Mateo,"2,859",9.7
6251,CA San Mateo,"3,954",9.1
6252,CA San Jose,79,11.2
6253,CA San Francisco,"5,164",7.3
6254,CA San Marcos,"7,708",9.7
6255,CA San Jose,"5,415",8.0
6256,CA San Jose,"6,463",10.1
6257,CA San Francisco,"2,846",5.8
6258,CA San Mateo,"4,246",10.2
6259,CA San Mateo,"4,197",7.6
6260,CA San Jose,"3,449",15.0
6261,CA San Francisco,"3,840",6.2
6262,CA San Jose,"3,988",6.9
6263,CA San Francisco,"4,315",10.6
6264,CA San Francisco,"2,598",5.7
6265,CA San Jose,"4,512",9.2
6266,CA San Francisco,"4,143",5.3
6267,CA San Francisco,"5,075",11.4
6268,CA San Leandro,"4,839",11.1
6269,CA San Francisco,"3,243",7.1
6270,CA San Francisco,"3,536",9.3
6271,CA San Jose,"5,919",7.7
6272,CA San Jose,"4,149",10.6
6273,CA San Marcos,"7,404",8.3
6274,CA San Marcos,"7,115",6.8
6275,CA San Ramon,"6,734",5.9
6276,CA Westminster,"4,499",14.0
6277,CA San Francisco,"5,069",4.3
6278,CA San Leandro,"3,832",10.2
6279,CA San Leandro,"6,305",10.6
6280,CA San Jose,"4,958",5.9
6281,CA San Francisco,"2,474",5.0
6282,CA San Francisco,"4,334",9.1
6283,CA San Jose,"2,600",8.9
6284,CA San Marcos,"3,479",8.8
6285,CA San Francisco,"5,366",14.5
6286,CA San Jose,"4,763",10.2
6287,CA San Ramon,"3,895",7.2
6288,CA San Jose,"6,854",7.3
6289,CA San Jose,"4,658",10.5
6290,CA San Jose,"3,988",8.4
6291,CA San Francisco,"4,118",10.9
6292,CA San Mateo,"97,207",8.4
6293,CA San Francisco,"1,960",11.7
6294,CA San Jose,"3,656",7.6
6295,CA San Francisco,"2,557",3.6
6296,CA San Jose,"6,858",6.5
6297,CA San Jose,"7,804",9.4
6298,CA San Francisco,"4,267",9.6
6299,CA San Jose,"7,481",10.6
6300,CA San Francisco,"3,143",17.4
6301,CA San Francisco,"2,329",3.8
6302,CA San Francisco,"6,577",6.9
6303,CA San Mateo,"1,582",7.7
6304,CA San Francisco,"9,083",4.6
6305,CA San Jose,"2,841",9.9
6306,CA San Marcos,"2,643",8.7
6307,CA San Francisco,"3,077",7.2
6308,CA San Francisco,"7,832",4.8
6309,CA San Jose,"3,719",7.3
6310,CA San Jose,"5,263",5.8
6311,CA San Leandro,"3,530",9.4
6312,CA San Ramon,"4,778",6.9
6313,CA San Jose,"5,254",2.9
6314,CA San Francisco,"3,494",8.6
6315,CA San Jose,"3,772",10.5
6316,CA San Francisco,"3,451",4.7
6317,CA San Jose,"3,140",6.3
6318,CA San Francisco,"3,046",10.9
6319,CA San Francisco,"4,640",8.0
6320,CA San Leandro,"84,950",10.2
6321,CA San Jose,"5,784",8.3
6322,CA San Francisco,"4,838",5.3
6323,CA San Mateo,95,6.5
6324,CA San Jose,"8,175",10.7
6325,CA San Jose,"2,870",7.6
6326,CA San Jose,"3,120",12.5
6327,CA San Francisco,"4,665",12.7
6328,CA San Jose,"4,585",8.3
6329,CA San Mateo,"4,820",8.1
6330,CA San Francisco,"4,232",7.5
6331,CA San Jose,"4,186",9.7
6332,CA San Jose,"4,585",5.9
6333,CA San Jose,"4,241",7.9
6334,CA San Jose,"6,813",6.6
6335,CA San Jose,"5,265",10.6
6336,CA San Francisco,"4,238",9.9
6337,CA San Francisco,"3,725",14.7
6338,CA San Ramon,"2,859",7.0
6340,CA San Ramon,"7,353",6.8
6341,CA San Jose,"2,992",9.7
6342,CA San Jose,"5,822",6.5
6343,CA San Francisco,"4,827",6.9
6344,CA San Francisco,"3,826",11.5
6345,CA San Francisco,"4,093",11.8
6346,CA San Marcos,"83,781",8.4
6347,CA San Francisco,"4,313",5.5
6348,CA San Jose,"3,237",10.8
6349,CA San Jose,"1,528",6.9
6350,CA San Francisco,"4,221",6.2
6351,CA San Francisco,"3,821",7.5
6352,CA San Jose,"4,669",7.6
6353,CA San Jose,"6,892",7.9
6354,CA San Jose,"4,025",8.4
6355,CA San Leandro,"5,814",10.9
6356,CA San Mateo,"3,342",9.0
6357,CA San Francisco,"3,264",5.1
6358,CA San Jose,"5,263",11.3
6359,CA San Jose,"4,085",7.8
6360,CA San Jose,"3,461",8.3
6361,CA San Jose,"4,744",10.5
6362,CA San Jose,"3,239",7.8
6364,CA San Francisco,"2,541",6.2
6365,CA San Francisco,"6,691",9.7
6366,CA San Jose,790,5.8
6367,CA San Francisco,"3,934",7.7
6368,CA San Leandro,"2,391",10.7
6369,CA San Francisco,"2,685",8.8
6370,CA San Jose,"6,163",6.2
6371,CA San Marcos,"11,365",5.3
6372,CA San Mateo,"3,160",9.8
6373,CA San Jose,"4,549",10.1
6374,CA San Ramon,"8,376",5.6
6375,CA San Jose,"6,219",10.9
6376,CA San Marcos,384,9.2
6377,CA San Francisco,"6,400",9.4
6378,CA San Francisco,797,22.0
6379,CA San Francisco,"6,676",11.9
6380,CA San Jose,"4,753",10.5
6381,CA San Jose,745,10.9
6382,CA San Jose,745,8.2
6383,CA San Jose,"2,484",14.1
6384,CA San Jose,"4,471",10.7
6385,CA San Jose,"5,073",7.7
6386,CA San Francisco,"2,625",5.0
6387,CA San Francisco,"3,073",7.0
6388,CA San Mateo,"97,207",7.9
6389,CA San Francisco,"3,472",7.4
6390,CA San Jose,"3,543",9.7
6391,CA San Jose,"3,129",8.5
6392,CA San Francisco,"2,728",6.7
6393,CA San Francisco,"5,369",7.3
6394,CA San Marcos,"6,062",12.5
6395,CA San Mateo,"4,829",7.5
6396,CA San Jose,"6,711",8.5
6397,CA San Francisco,"2,779",5.4
6398,CA San Jose,"5,418",7.7
6399,CA San Francisco,"2,465",9.7
6400,CA San Jose,"4,769",10.9
6401,CA San Francisco,"3,544",4.9
6402,CA San Francisco,"2,912",8.8
6403,CA San Francisco,"3,833",8.4
6404,CA San Francisco,"2,221",8.2
6405,CA San Francisco,"805,235",8.8
6406,CA San Jose,"3,599",14.0
6407,CA San Francisco,"3,235",2.9
6408,CA San Jose,"7,200",7.5
6409,CA San Francisco,"5,137",8.5
6410,CA San Jose,"4,641",6.7
6411,CA San Francisco,"4,516",8.6
6412,CA San Francisco,"4,416",8.0
6413,CA San Francisco,171,3.5
6414,CA San Francisco,"4,652",4.2
6415,CA San Jose,"4,760",10.5
6416,CA San Jose,"6,064",7.5
6417,CA San Jose,"3,492",10.4
6418,CA San Francisco,"6,581",9.1
6419,CA San Francisco,"1,534",3.7
6420,CA San Marcos,"4,819",11.7
6421,CA San Francisco,"6,810",11.1
6422,CA San Jose,"6,129",10.9
6423,CA San Jose,"5,875",10.3
6424,CA San Francisco,"3,821",21.2
6425,CA San Francisco,"5,171",4.8
6426,CA San Marcos,"4,626",8.0
6427,CA San Francisco,"5,078",6.6
6428,CA San Leandro,"84,950",9.4
6429,CA San Francisco,"4,595",6.6
6430,CA San Marcos,"4,070",4.6
6431,CA San Jose,"3,147",8.1
6432,CA San Francisco,"4,044",13.2
6433,CA San Jose,"5,563",9.4
6434,CA San Jose,"3,170",8.0
6435,CA San Leandro,"6,834",10.6
6436,CA San Francisco,"4,261",10.4
6437,CA San Jose,"4,499",11.1
6438,CA San Jose,"3,857",4.0
6439,CA San Mateo,"2,879",8.0
6440,CA San Francisco,"7,764",9.8
6441,CA San Jose,"4,582",8.9
6442,CA San Jose,"7,469",8.3
6443,CA San Francisco,"1,783",11.0
6444,CA San Francisco,"2,924",5.1
6445,CA San Francisco,"3,852",7.3
6446,CA San Francisco,"5,326",10.1
6447,CA San Francisco,"3,610",8.9
6448,CA San Jose,"4,784",8.4
6449,CA San Jose,"4,477",10.9
6450,CA San Francisco,"4,106",5.2
6451,CA San Jose,"4,448",9.5
6452,CA San Jose,"4,534",8.1
6453,CA San Francisco,"5,216",13.6
6454,CA San Francisco,"5,863",11.5
6455,CA San Francisco,"3,853",5.1
6456,CA San Jose,"4,670",7.7
6457,CA San Francisco,"4,578",8.3
6458,CA San Jose,"4,424",10.9
6459,CA San Francisco,"4,233",5.0
6460,CA San Mateo,"3,182",7.6
6461,CA San Jose,"1,969",6.2
6462,CA San Marcos,73,8.6
6463,CA San Jose,"3,245",7.4
6464,CA San Francisco,"3,997",6.0
6465,CA San Mateo,"3,636",6.6
6466,CA San Francisco,"4,320",5.7
6467,CA San Jose,"4,741",12.4
6468,CA San Jose,"1,078",7.0
6469,CA San Francisco,"5,395",7.3
6470,CA San Francisco,"4,088",7.2
6471,CA San Jose,"4,172",8.0
6472,CA San Ramon,"4,189",6.5
6473,CA San Francisco,"2,040",5.6
6474,CA San Jose,"4,153",7.4
6475,CA San Jose,"5,741",8.2
6476,CA San Jose,"945,942",9.2
6477,CA San Jose,"4,058",10.7
6478,CA San Jose,"7,544",7.9
6479,CA San Mateo,"3,613",7.3
6480,CA San Francisco,"6,172",9.8
6481,CA San Francisco,"4,992",11.0
6482,CA San Jose,"5,099",7.4
6483,CA San Jose,"4,380",6.5
6484,CA San Mateo,"4,959",8.9
6485,CA San Jose,"4,443",10.0
6486,CA San Francisco,"4,582",12.6
6487,CA San Jose,"4,040",9.7
6488,CA San Francisco,"5,096",5.4
6489,CA San Francisco,"3,499",20.9
6490,CA San Francisco,320,13.1
6491,CA San Leandro,"5,978",11.1
6492,CA San Jose,"4,586",6.7
6493,CA San Francisco,"4,293",5.5
6494,CA San Francisco,"4,788",10.8
6495,CA San Francisco,"3,599",4.7
6496,CA San Jose,"3,628",7.5
6497,CA San Francisco,"5,658",7.7
6498,CA San Francisco,"3,656",9.5
6499,CA San Ramon,"5,730",7.0
6500,CA San Leandro,"4,485",10.7
6501,CA San Jose,"2,342",6.5
6502,CA San Francisco,"4,322",8.2
6503,CA San Francisco,"4,047",9.5
6504,CA San Jose,"6,936",8.9
6505,CA San Jose,"3,074",7.7
6506,CA San Ramon,"5,099",6.2
6507,CA San Jose,"4,295",7.5
6508,CA San Jose,"7,894",7.0
6509,CA San Francisco,"3,137",11.3
6510,CA Vallejo,"1,399",11.1
6511,CA Santa Clara,"4,015",8.2
6512,CA Santa Barbara,333,11.7
6513,CA Santa Clara,"4,699",8.1
6514,CA Torrance,"145,438",7.6
6515,CA Simi Valley,"6,948",7.2
6516,CA Santa Maria,"3,873",10.2
6517,CA Torrance,"2,248",8.3
6518,CA Santa Ana,"4,449",11.8
6519,CA Simi Valley,"3,331",9.7
6520,CA Simi Valley,"3,714",7.8
6521,CA Stockton,"5,778",12.2
6522,CA Upland,"5,077",9.4
6523,CA Santa Maria,"2,621",13.7
6524,CA Tustin,122,6.5
6525,CA Torrance,"4,294",8.9
6526,CA Vacaville,"3,296",6.7
6528,CA Stockton,"2,925",11.1
6529,CA Turlock,"5,980",9.3
6530,CA Santa Ana,"2,980",10.6
6531,CA Santa Clarita,"4,342",7.9
6532,CA Tracy,"3,417",10.1
6533,CA Santa Rosa,"3,623",8.5
6534,CA Stockton,"1,620",13.4
6535,CA Stockton,"3,043",11.5
6536,CA Santa Rosa,"4,245",8.8
6537,CA Turlock,"3,853",10.5
6538,CA South Gate,"4,958",12.6
6539,CA Santa Clara,"3,026",8.5
6540,CA Vacaville,"6,016",9.1
6541,CA Tracy,"11,140",7.1
6542,CA Temecula,"4,214",8.2
6543,CA Temecula,"100,097",8.4
6544,CA Sunnyvale,"5,227",5.0
6545,CA Santa Ana,"5,057",13.1
6546,CA Santa Rosa,"3,563",7.8
6547,CA Union City,"4,459",9.2
6548,CA Stockton,"12,082",10.0
6549,CA Torrance,"3,291",8.9
6550,CA Union City,"7,312",9.9
6551,CA Sunnyvale,"5,756",5.9
6552,CA Torrance,"4,005",8.6
6553,CA Temecula,"4,594",7.7
6554,CA Stockton,"3,220",13.6
6555,CA Santa Clarita,"4,490",7.3
6556,CA Simi Valley,"4,119",9.2
6557,CA Santa Rosa,"6,594",8.8
6558,CA Torrance,"5,522",9.7
6559,CA Upland,"5,092",9.9
6560,CA Tustin,"1,798",10.4
6561,CA Santa Barbara,"5,294",8.5
6562,CA Santa Monica,"4,463",9.0
6563,CA Stockton,"3,700",15.6
6564,CA Tustin,"3,548",9.4
6565,CA Thousand Oaks,"1,596",9.0
6566,CA Santa Ana,"3,137",8.3
6567,CA Turlock,"8,007",8.6
6568,CA Santa Ana,"5,568",10.0
6569,CA Santa Clarita,"5,818",6.9
6570,CA Santa Clarita,"2,686",6.5
6572,CA Santa Barbara,"3,266",10.3
6573,CA Stockton,"5,303",6.9
6574,CA Santa Barbara,"7,522",8.3
6575,CA Stockton,"5,269",15.6
6576,CA Santa Monica,"3,106",7.1
6577,CA Tracy,"4,790",7.0
6578,CA Santa Rosa,"3,004",7.1
6579,CA Santa Clarita,532,7.6
6580,CA Santa Clarita,"1,990",5.8
6581,CA Santa Clarita,"176,320",7.6
6582,CA Sunnyvale,"5,322",7.5
6583,CA Simi Valley,"5,401",7.8
6584,CA South Gate,"6,814",11.2
6585,CA Santa Ana,"3,843",12.0
6586,CA Turlock,"68,549",9.9
6587,CA Upland,"4,600",11.7
6588,CA Simi Valley,"1,160",8.2
6589,CA Santa Monica,"5,867",9.0
6590,CA Upland,"73,732",9.6
6592,CA Santa Rosa,"7,264",8.8
6593,CA Torrance,"5,056",7.4
6594,CA Vacaville,"5,617",7.5
6595,CA Torrance,"5,412",8.5
6596,CA Santa Ana,"8,346",12.7
6597,CA Santa Monica,"4,483",6.4
6598,CA Stockton,"2,914",12.4
6599,CA Stockton,"2,926",13.1
6600,CA Turlock,"2,295",11.4
6601,CA Thousand Oaks,"6,335",9.0
6602,CA Santa Ana,"5,820",11.1
6603,CA Tracy,"6,442",7.3
6604,CA Sunnyvale,"4,194",7.2
6605,CA Temecula,"2,088",7.7
6606,CA Santa Maria,"7,556",12.5
6607,CA Stockton,"5,020",15.7
6608,CA Santa Rosa,"3,846",7.0
6609,CA Santa Barbara,"3,959",7.4
6610,CA Santa Ana,"6,387",11.6
6611,CA Stockton,"2,088",10.8
6612,CA Union City,"3,841",9.8
6613,CA Santa Barbara,"4,740",8.4
6614,CA Sunnyvale,"6,502",5.8
6615,CA Stockton,"3,855",8.9
6616,CA Santa Clarita,"2,193",6.6
6617,CA Santa Rosa,"6,948",8.4
6618,CA Union City,"2,839",9.1
6619,CA Santa Clarita,"6,598",7.6
6620,CA Santa Clarita,"4,149",6.5
6621,CA Santa Monica,"3,841",6.7
6622,CA South Gate,"1,860",12.2
6623,CA Santa Ana,"6,347",8.8
6624,CA South Gate,"3,164",11.6
6625,CA Santa Maria,"4,782",12.4
6626,CA Santa Clara,"6,650",7.2
6627,CA Santa Ana,"5,026",11.0
6628,CA Santa Clara,"4,083",9.6
6629,CA Torrance,"5,114",6.8
6630,CA Santa Ana,"5,712",10.1
6631,CA Thousand Oaks,"9,090",8.0
6632,CA Thousand Oaks,"4,019",9.9
6634,CA Simi Valley,"3,433",9.2
6635,CA Vacaville,"5,262",7.4
6636,CA Stockton,"6,519",10.7
6637,CA Torrance,"7,074",8.9
6638,CA Tustin,"2,403",7.8
6639,CA Simi Valley,"5,380",9.8
6640,CA Santa Monica,"3,268",5.5
6641,CA Tustin,"7,952",6.8
6642,CA Turlock,"3,834",8.6
6643,CA Stockton,"3,754",10.6
6644,CA Santa Rosa,"3,490",9.2
6645,CA Santa Ana,751,7.3
6646,CA Santa Barbara,"4,138",7.0
6647,CA Stockton,"291,707",12.4
6648,CA Temecula,"5,215",7.7
6649,CA Santa Clarita,"4,430",8.5
6650,CA Santa Barbara,"88,410",8.3
6651,CA Sunnyvale,"1,239",7.7
6652,CA Vacaville,"3,022",8.2
6653,CA Santa Clara,"5,708",7.1
6654,CA Santa Clarita,"2,473",6.8
6655,CA Santa Rosa,"5,532",8.1
6656,CA Sunnyvale,"7,269",7.4
6657,CA Santa Ana,"7,408",10.8
6658,CA Stockton,"4,229",11.8
6659,CA Tracy,"3,214",9.1
6660,CA Thousand Oaks,"6,706",8.1
6661,CA Stockton,"4,214",14.5
6662,CA Santa Clarita,"1,314",6.1
6663,CA South Gate,"2,497",13.8
6664,CA Santa Ana,"5,290",14.2
6665,CA Simi Valley,"4,315",8.7
6666,CA Torrance,"4,606",9.0
6667,CA Tracy,"6,507",10.5
6668,CA Santa Monica,"6,374",7.6
6670,CA Torrance,"4,590",7.8
6671,CA Santa Clarita,"5,349",7.2
6672,CA Upland,"5,428",10.4
6673,CA Santa Ana,"5,962",10.6
6674,CA Turlock,"4,647",11.2
6675,CA Tustin,"12,181",7.1
6676,CA Thousand Oaks,"126,683",7.4
6677,CA Tracy,"5,875",8.1
6678,CA Vacaville,"5,958",7.9
6679,CA Thousand Oaks,"6,573",8.7
6680,CA South Gate,"5,516",10.4
6681,CA Santa Clara,"4,424",9.1
6682,CA Santa Ana,457,11.6
6683,CA Torrance,"145,438",8.6
6684,CA Santa Maria,"4,997",11.8
6685,CA Stockton,"5,592",15.0
6686,CA Thousand Oaks,"4,313",8.6
6687,CA Sunnyvale,"140,081",7.5
6688,CA Santa Clarita,"2,909",6.9
6689,CA Santa Rosa,"5,488",8.7
6690,CA Santa Rosa,"5,239",7.8
6691,CA Simi Valley,"5,988",8.3
6692,CA Santa Barbara,"4,629",8.3
6693,CA Stockton,"14,598",9.5
6694,CA Tustin,"3,689",10.4
6695,CA Torrance,"7,161",7.8
6696,CA Union City,"69,516",9.2
6697,CA Simi Valley,"3,819",8.0
6698,CA Stockton,"4,450",8.8
6699,CA Santa Clarita,"3,220",7.4
6700,CA Torrance,"6,211",7.4
6701,CA Santa Clarita,"2,598",8.9
6702,CA Santa Ana,"6,880",12.5
6703,CA Sunnyvale,"5,242",8.9
6704,CA Stockton,"4,883",12.9
6705,CA Santa Clarita,"4,281",6.4
6706,CA Tustin,"75,540",8.3
6707,CA Stockton,"3,303",12.3
6709,CA Santa Ana,"2,297",9.7
6710,CA Santa Clarita,"7,027",9.4
6711,CA Santa Ana,"6,316",11.6
6712,CA Santa Barbara,"4,096",7.7
6713,CA Stockton,"5,721",12.8
6714,CA Upland,"6,658",9.8
6715,CA Santa Monica,"4,165",6.6
6716,CA Simi Valley,"4,827",9.1
6717,CA Stockton,"4,571",13.1
6718,CA Sunnyvale,"6,023",7.3
6719,CA Tustin,"5,187",7.9
6720,CA Thousand Oaks,"3,407",7.7
6721,CA Thousand Oaks,"4,161",7.1
6722,CA Santa Clara,"3,063",5.0
6723,CA Torrance,"5,783",8.8
6724,CA Santa Ana,"7,150",13.5
6725,CA Temecula,"7,154",8.1
6726,CA Sunnyvale,"4,892",4.7
6727,CA Santa Barbara,"6,270",7.3
6728,CA Santa Barbara,"2,810",6.7
6729,CA Vacaville,"4,144",9.1
6730,CA Stockton,"2,396",17.1
6731,CA Santa Rosa,"9,049",8.6
6732,CA Upland,"5,840",10.0
6733,CA Santa Rosa,"167,815",8.5
6734,CA Santa Clarita,"5,010",5.8
6735,CA Santa Clara,"6,595",6.0
6736,CA Temecula,"8,339",7.4
6737,CA Tracy,"3,874",8.9
6738,CA Sunnyvale,"3,766",6.1
6739,CA Santa Rosa,"2,467",12.8
6740,CA Union City,"6,496",6.0
